Observed cones colored
YELLOW | x:2.117225117492167 y:6.44797443804606
YELLOW | x:-5.853945612568833 y:14.360156875095077

BLUE | x:-2.685237102699788 y:4.010886210774028
BLUE | x:-4.961647568848528 y:11.03747136848633
BLUE | x:-4.172725577675426 y:9.103480283381936
BLUE | x:-3.6368581948603316 y:7.806293282795876
BLUE | x:-3.2003223627731323 y:6.2302640622602325
YELLOW | x:2.6507340871699863 y:3.49514619632692
YELLOW | x:1.6100236684158324 y:7.3820753838366695
YELLOW | x:2.1245582610443114 y:5.500136497194213
YELLOW | x:-1.7994094341918945 y:15.816105916673584
YELLOW | x:-2.7637670963928223 y:17.998405053789064
YELLOW | x:-0.46395448942235307 y:12.814450369849446
YELLOW | x:0.4312189765624859 y:10.58378689721467
YELLOW | x:1.054825715728092 y:8.89654373451204
YELLOW | x:-1.0746101468727112 y:14.26535733001892

BLUE | x:-2.567679577065023 y:3.932566617503407
BLUE | x:-2.8202563971206667 y:5.490767219240111
BLUE | x:-5.062559021505229 y:16.300014053359277
BLUE | x:-5.876290970039876 y:17.991854582801107
BLUE | x:-3.694755926389673 y:12.017266014237292
BLUE | x:-3.466812643401336 y:10.553905455179986
BLUE | x:-3.3026286682837895 y:9.23330794658299
BLUE | x:-4.0427247613594055 y:13.491769626314086
BLUE | x:-3.139210941386731 y:7.738562117591144
YELLOW | x:2.4466171731625876 y:2.4545361799885126
YELLOW | x:1.1108694685431344 y:12.238520015140729
YELLOW | x:0.3279310435131073 y:16.27990539329712
YELLOW | x:0.938285700487582 y:14.12729866760437
YELLOW | x:1.4041014399205527 y:10.469696405107422
YELLOW | x:1.7446821735093163 y:8.122047248627814
YELLOW | x:2.0457228690460205 y:5.788918807680053
YELLOW | x:-0.5539572268650055 y:18.00547034996216
YELLOW | x:2.288742219415792 y:4.080785134012146

BLUE | x:-2.559132966391754 y:2.65679562049572
BLUE | x:-11.600099099668375 y:13.516231452002767
BLUE | x:-13.248076960437011 y:14.15564248817627
BLUE | x:-9.449968324428644 y:12.780882644561904
BLUE | x:-2.8742495639382253 y:4.137984813492804
BLUE | x:-5.128996347285582 y:9.369780421544045
BLUE | x:-4.398091617090148 y:7.8659814155236925
BLUE | x:-3.7355462998077393 y:6.66172340171997
BLUE | x:-6.123648525270335 y:10.686991853092753
BLUE | x:-3.2284470528289795 y:5.332293942148132
BLUE | x:-7.705736169211578 y:12.004643919641419
YELLOW | x:2.2848950449037764 y:2.8347079656931853
YELLOW | x:-8.059184977404785 y:17.369192674333497
YELLOW | x:-4.859764684232585 y:15.928445476864418
YELLOW | x:-6.414545807234955 y:16.806328966791078
YELLOW | x:-2.399918273935372 y:13.828547347446635
YELLOW | x:-1.1132150858566283 y:12.181420209581297
YELLOW | x:-3.3916744122828164 y:15.023950958160537
YELLOW | x:-0.00406835587572256 y:10.276835904206587
YELLOW | x:0.867825652997515 y:8.251890385627156
YELLOW | x:1.4928911795293172 y:6.435139968568726
YELLOW | x:1.9568789174233754 y:4.821874361476609

BLUE | x:-2.3694416527162825 y:3.411437471994687
BLUE | x:-11.006684475136312 y:13.032322957689209
BLUE | x:-13.273395988337708 y:13.934514239007873
BLUE | x:-7.911223456256104 y:10.98375675934021
BLUE | x:-6.6646222402577715 y:9.728350514744365
BLUE | x:-9.352019777035087 y:12.156793055367258
BLUE | x:-3.683110734812927 y:6.84154083984558
BLUE | x:-4.971776625506592 y:8.211067945335946
BLUE | x:-2.7709423988983155 y:5.007383647138519
YELLOW | x:2.4779688388183594 y:4.307049918083326
YELLOW | x:-8.53907618223877 y:17.227883571957197
YELLOW | x:-4.790251943461609 y:14.716237857515258
YELLOW | x:-6.429033371798706 y:16.012761508002523
YELLOW | x:-3.3934094637557983 y:13.356053638366834
YELLOW | x:-1.8559873431846619 y:11.81352193611328
YELLOW | x:-0.552095937307522 y:10.642712826107584
YELLOW | x:0.5230525154753927 y:9.244035424035102
YELLOW | x:1.49122658074646 y:7.8008007949338785
YELLOW | x:1.9488033473566055 y:6.347215249711914

BLUE | x:-3.4543123135889693 y:3.467562503193461
BLUE | x:-11.92591686631208 y:11.621401043452323
BLUE | x:-13.243130197262138 y:12.436678824257639
BLUE | x:-5.633719015350548 y:6.830268872449677
BLUE | x:-8.11875540646498 y:9.571868387766655
BLUE | x:-10.09181647001953 y:11.023865678483887
BLUE | x:-4.726184341304016 y:5.362196519548339
BLUE | x:-6.7449815124198915 y:8.312483452334645
YELLOW | x:2.1382109385803223 y:3.0548241736239623
YELLOW | x:-9.133053275935364 y:16.705601209972944
YELLOW | x:-6.397471222274017 y:14.191730954820557
YELLOW | x:-8.188958848508708 y:15.42517259376709
YELLOW | x:-4.656580667686971 y:13.06427648323242
YELLOW | x:-2.927914274724833 y:11.32494139132365
YELLOW | x:-1.6784955408763675 y:9.660239850058796
YELLOW | x:-0.6495877832099914 y:8.014257028276367
YELLOW | x:0.47894768864660264 y:6.157939180309219
YELLOW | x:1.449336555607605 y:4.686610569133999

BLUE | x:-1.1248740234470913 y:4.396813166996197
BLUE | x:-1.7796784371063232 y:6.214411213571472
BLUE | x:-1.9324398368522644 y:7.727945223028106
BLUE | x:-1.3153432723474292 y:9.449102157925209
BLUE | x:0.4688878725046794 y:10.900760115426094
BLUE | x:3.4652822782670336 y:12.233838036233825
BLUE | x:5.978819859631348 y:18.83097913520996
BLUE | x:6.385395792134094 y:15.459894731218261
BLUE | x:5.050227033105977 y:12.893663599664611
BLUE | x:6.30297697286555 y:17.00941641586487
BLUE | x:5.970496204502869 y:13.910673930818481
BLUE | x:1.908059027798462 y:11.526678795193279
YELLOW | x:3.652086841074117 y:3.2667027508960595
YELLOW | x:11.77385400435079 y:15.677102163011474
YELLOW | x:6.643798447656123 y:7.977815169004575
YELLOW | x:3.9588273237223306 y:6.97220825610026
YELLOW | x:7.771362797000922 y:8.306407917400556
YELLOW | x:8.858120825894165 y:9.101103981622982
YELLOW | x:11.034199288494873 y:11.902101145758872
YELLOW | x:5.531252432586525 y:7.644858233648041
YELLOW | x:11.673517567478662 y:13.849426467238953
YELLOW | x:3.533326453971354 y:5.459530999833984

BLUE | x:-1.3344379163376276 y:4.408108957517123
BLUE | x:-0.8722384686906542 y:17.237709051373816
BLUE | x:-2.5483765254343664 y:19.81818108019694
BLUE | x:0.3031629604672273 y:15.514315202409666
BLUE | x:-0.12793264255839454 y:5.393909581410861
BLUE | x:1.8422164768054963 y:13.402262809450072
BLUE | x:3.1069113443369547 y:10.283282862677815
BLUE | x:1.1681827177678425 y:6.460422748898112
BLUE | x:3.1365210947137623 y:8.729764745762148
BLUE | x:2.4963066250160217 y:7.494313075715942
BLUE | x:2.6403981953933715 y:11.807547802303874

BLUE | x:-1.628250642278968 y:3.1910886419229803
BLUE | x:-11.069504114978027 y:13.364907577211303
BLUE | x:-13.106342101515416 y:14.52129705208008
BLUE | x:-6.605262950906808 y:10.868669515851357
BLUE | x:-8.412108275286865 y:11.82490129726593
BLUE | x:-4.216664207399968 y:9.664470944237497
BLUE | x:-2.7990250937684547 y:8.59341265195265
BLUE | x:-0.9361492474799475 y:4.723285153085631
BLUE | x:-1.6785043209716797 y:7.506587817842407
BLUE | x:-0.9439106340135255 y:6.109908833677214
YELLOW | x:4.060261037953186 y:3.156937355373942
YELLOW | x:-8.828734251849365 y:17.721932008439943
YELLOW | x:-6.832439514987183 y:16.63220293777649
YELLOW | x:2.0708989239475675 y:11.264754978724296
YELLOW | x:-1.929895988099289 y:14.017123916322632
YELLOW | x:3.2158267510863174 y:9.856948041067591
YELLOW | x:4.018368327293947 y:7.982558291396805
YELLOW | x:4.33429355920105 y:4.485062768632812
YELLOW | x:-4.317750188700867 y:15.309707079901937
YELLOW | x:4.469035056240845 y:6.308638408357544
YELLOW | x:0.49416785496365684 y:12.73249361089617

YELLOW | x:1.9307867887591632 y:2.483548415931713
YELLOW | x:-12.34956476389618 y:8.492735102350158
YELLOW | x:-9.4805064886734 y:8.112428202802581
YELLOW | x:0.9740417745925722 y:4.017554890828827
YELLOW | x:-0.4359074960077921 y:5.5368975744392905
YELLOW | x:-2.021006199710083 y:6.498531415635985
YELLOW | x:-6.759160931755757 y:7.7166644451196
YELLOW | x:-4.0244652135430234 y:7.336065792945997

BLUE | x:-2.9769003281916304 y:3.1729947592562864
BLUE | x:-4.62364674905192 y:7.550293781047814
BLUE | x:-3.939333245150757 y:5.66751272934143
BLUE | x:-7.365823361270142 y:15.87014952756429
BLUE | x:-6.306458565585327 y:12.702043321306153
BLUE | x:-5.563517871491623 y:10.452237262899322
BLUE | x:-8.123460725793894 y:18.20520074623291
YELLOW | x:1.7806279033496857 y:4.7412924166268535
YELLOW | x:-2.453772518031311 y:17.371839597398683
YELLOW | x:-0.11510776898390253 y:9.969566949779434
YELLOW | x:-0.8231602353279909 y:12.135588153774187
YELLOW | x:0.8725831702425957 y:7.305891587907714
YELLOW | x:-1.6917606224541981 y:14.883480146104736

BLUE | x:-2.2284262903637626 y:2.6471104157080316
BLUE | x:-2.2670431613847732 y:4.65955186841353
BLUE | x:-2.2503549784347534 y:7.677644028837127
BLUE | x:-2.253776785723877 y:15.81942079322998
BLUE | x:-2.249015993203566 y:18.025265608802084
BLUE | x:-2.2455103990030074 y:10.028375686448125
BLUE | x:-2.2467100053951263 y:13.411688938314363
YELLOW | x:2.8407485753372193 y:2.58608021329639
YELLOW | x:2.7631517746693204 y:10.61739020262765
YELLOW | x:2.8273150295093536 y:17.724886968309328
YELLOW | x:2.811262030410258 y:15.703918117855633
YELLOW | x:2.7402834990269254 y:5.503684526685093
YELLOW | x:2.737606862674402 y:7.7680090140184275
YELLOW | x:2.8322216739331565 y:13.250434075370077

BLUE | x:-2.037028041474533 y:3.803062483245773
BLUE | x:-2.001030328862381 y:6.136107399637146
BLUE | x:-2.296776095687527 y:14.687105941681043
BLUE | x:-2.8136658698246 y:16.34667308586304
BLUE | x:-1.8939496099874495 y:10.660700291966043
BLUE | x:-1.9336483708375383 y:8.34525319849061
BLUE | x:-2.077026176445198 y:12.893660798246305
BLUE | x:-3.5097877412960052 y:17.80235011833374
BLUE | x:-4.107854160659027 y:18.96174772041504
YELLOW | x:2.9883130063687644 y:3.3901701913025404
YELLOW | x:3.1669985608050393 y:12.683918799959832
YELLOW | x:3.0703505753781046 y:7.855449227298708
YELLOW | x:2.9943933010175705 y:14.3341989661998
YELLOW | x:2.9951410204246525 y:10.115284958059235
YELLOW | x:2.6653404901499433 y:16.714985540086673
YELLOW | x:2.195840351503863 y:18.542182247131
YELLOW | x:3.0042172044589996 y:5.878480985338134

BLUE | x:-2.4756403382261003 y:3.782611376050327
BLUE | x:-16.614707323901367 y:10.794468000108642
BLUE | x:-11.902150961749268 y:10.223314359361572
BLUE | x:-14.273641281319172 y:10.514582739844563
BLUE | x:-10.287195536486816 y:9.938930108720703
BLUE | x:-8.605183735085042 y:9.693906718268636
BLUE | x:-6.259887344914899 y:9.075991343603603
BLUE | x:-3.5016124278232574 y:6.5221359278506466
BLUE | x:-4.495189384470041 y:7.914672787703573
BLUE | x:-3.0026667612716675 y:5.29197577255432
YELLOW | x:3.0165350109413147 y:3.3525319144871264
YELLOW | x:-11.274811360232544 y:14.945144965822143
YELLOW | x:-12.703776626778158 y:15.109376441016439
YELLOW | x:-9.463393097115071 y:14.679241413448894
YELLOW | x:-7.8979642838165285 y:14.439968660051269
YELLOW | x:2.0526916073502646 y:8.338279973044635
YELLOW | x:2.454531020926921 y:6.713396543835245
YELLOW | x:-4.890127274386597 y:13.989188268358154
YELLOW | x:2.807319119580078 y:5.296043231660766
YELLOW | x:0.9072697175474985 y:10.771723775923606
YELLOW | x:-1.6596860560558502 y:12.581340364334483

YELLOW | x:2.5408959209993363 y:3.687982519045117
YELLOW | x:-14.328578421466064 y:12.366912725145262
YELLOW | x:-9.884154690297953 y:10.726273928656818
YELLOW | x:-10.888218316428375 y:11.082660629922792
YELLOW | x:-11.942870311928305 y:11.471683735226236
YELLOW | x:-13.04173680642497 y:11.896387619350993
YELLOW | x:-8.539115146646553 y:10.235721185380859
YELLOW | x:-5.336846042854575 y:9.038064637168413
YELLOW | x:-6.779232951991272 y:9.594132457747701
YELLOW | x:0.39658900301405586 y:5.977322414094848
YELLOW | x:-2.4744530490865193 y:8.016525553997901

BLUE | x:-2.8332666306667265 y:3.0450155454054473
BLUE | x:-3.2566248837370133 y:4.6434524535218635
BLUE | x:-4.197392151130701 y:8.471300119732462
BLUE | x:-4.776438898171827 y:10.739539508122656
BLUE | x:-6.201212736956787 y:16.519424035722658
BLUE | x:-5.495849145444743 y:13.600513214443765
BLUE | x:-3.6169850955332437 y:6.236853991523031
YELLOW | x:1.9063765600398064 y:4.013195156628532
YELLOW | x:-0.32364696189017295 y:13.2878194119281
YELLOW | x:-0.6045374254311243 y:14.720150385871174
YELLOW | x:0.7244220007217128 y:8.746499144575672
YELLOW | x:0.21560216584055425 y:10.840347668768278
YELLOW | x:-0.0062085658858339055 y:11.989282403960468
YELLOW | x:1.1044405490234375 y:7.345428445512694
YELLOW | x:1.5344682167048136 y:5.545083072359008
YELLOW | x:-1.2826630800888061 y:17.366775109941408
YELLOW | x:0.5013752830599626 y:9.773919565056408
YELLOW | x:-0.9238934487030029 y:16.1550846840686
YELLOW | x:-1.7000035375282287 y:19.000755384141847

BLUE | x:-1.9920530922912456 y:2.3939295031595877
BLUE | x:-2.0582466718148975 y:4.6826555277651964
BLUE | x:-2.1535056561157226 y:7.589318429007772
BLUE | x:-2.4025587846761067 y:15.072861268693847
BLUE | x:-2.2359936922714234 y:10.510584277485451
BLUE | x:-2.347947539452653 y:13.246594696104884
BLUE | x:-2.482623808575185 y:17.14575536506836
BLUE | x:-2.6094051331207275 y:19.496897294694826
YELLOW | x:2.794346841325705 y:2.4815481679812073
YELLOW | x:2.725304411401694 y:9.059871701345912
YELLOW | x:2.592747119076538 y:15.309914305383606
YELLOW | x:2.767516898122915 y:4.7846600160744215
YELLOW | x:2.6909157495882106 y:10.294689473307992
YELLOW | x:2.7259528309181214 y:6.161690696651382
YELLOW | x:2.7685761984926014 y:7.587739144339803
YELLOW | x:2.7335872785987005 y:3.5959806951297413
YELLOW | x:2.4774874717071533 y:17.242641046220704
YELLOW | x:2.6029963704876127 y:11.934784471329596
YELLOW | x:2.5862357423777262 y:13.390699136430662

BLUE | x:-2.4958866168980913 y:4.513973469112955
BLUE | x:-2.396360489718628 y:6.335155561143798
BLUE | x:-2.2465820689337335 y:8.372607403395746
BLUE | x:-2.1279417811898367 y:10.654061484169747
BLUE | x:-1.7785915762111664 y:15.59799917
BLUE | x:-1.987780273946635 y:12.569654793118081
BLUE | x:-1.6112963527366637 y:17.908821275407718
YELLOW | x:2.339961455769825 y:2.543303061599178
YELLOW | x:2.9234670072868347 y:9.952696201444974
YELLOW | x:2.4756656517659503 y:4.051032275532328
YELLOW | x:3.2659400969818115 y:16.447169536923013
YELLOW | x:3.1205464631393434 y:12.334861145987754
YELLOW | x:2.7814724206998824 y:7.911083390223956
YELLOW | x:2.6989592284038544 y:6.001750066453857
YELLOW | x:3.2322101861312866 y:14.795684139220842

BLUE | x:-0.8554938174709796 y:3.699447844996693
BLUE | x:1.2430632283364613 y:13.702497794801635
BLUE | x:0.14716369218865222 y:8.437285560940348
BLUE | x:-0.4475283317193508 y:5.515330388719482
BLUE | x:1.8074128896072388 y:16.355142429048463
BLUE | x:0.627323222167778 y:10.70387314643498
BLUE | x:2.2964022427871704 y:19.0121894623584
YELLOW | x:4.536867001660156 y:4.518528130227965
YELLOW | x:6.079035487778473 y:12.803265168840332
YELLOW | x:6.821180847294617 y:17.040615155870363
YELLOW | x:5.231658568796527 y:8.604311168165474
YELLOW | x:6.478750970967102 y:15.0477484013385
YELLOW | x:4.959888948673163 y:6.957089699106283
YELLOW | x:5.699644020207215 y:10.643418227210285

BLUE | x:-1.770120038382721 y:4.1106982065982045
BLUE | x:-1.9700078993961334 y:6.817189588720245
BLUE | x:-2.1820500798724987 y:9.420296592974198
BLUE | x:-4.106069736671956 y:16.863660886461183
BLUE | x:-2.3853586047813415 y:12.210284585331522
BLUE | x:-5.800245138995361 y:18.129932636593427
BLUE | x:-2.6612101524993896 y:14.365917089158934
BLUE | x:-3.2192901104614258 y:15.923432901079101
YELLOW | x:3.117962399132538 y:4.383866479570312
YELLOW | x:-0.7779999703094482 y:19.880895450288698
YELLOW | x:2.233114448197174 y:14.690526678735658
YELLOW | x:0.43105358184127807 y:18.588626268083498
YELLOW | x:2.6624208001149356 y:8.708647840902957
YELLOW | x:1.5288926035240173 y:16.876660421068117
YELLOW | x:2.8942142595921836 y:6.706991428707682
YELLOW | x:2.605642171597855 y:10.767057969743652

BLUE | x:-2.6984159082099914 y:4.758142108295999
BLUE | x:-2.696462922287496 y:6.585917705868326
BLUE | x:-2.681665697402554 y:8.61423028111777
BLUE | x:-2.6077391634310403 y:15.853897645646972
BLUE | x:-2.6364107234536065 y:12.828822697442083
BLUE | x:-2.600931975238037 y:18.174888971025393
BLUE | x:-2.693592354080164 y:10.906040050021597
YELLOW | x:2.23380915225296 y:3.088494696790619
YELLOW | x:2.401343752351888 y:10.493171905850016
YELLOW | x:2.4487023423189798 y:12.877242491645827
YELLOW | x:2.347292595778063 y:6.525056886581556
YELLOW | x:2.2871153543467204 y:4.5963138605899045
YELLOW | x:2.4135156740819292 y:15.332834317857667
YELLOW | x:2.37058666051178 y:16.98221547859375
YELLOW | x:2.380493939356068 y:8.424575231759675
YELLOW | x:2.4682124724065146 y:19.101258510922037

BLUE | x:-0.9869787438919977 y:3.9021195000158175
BLUE | x:1.1460819915011407 y:13.889474513704226
BLUE | x:0.5051560369527647 y:10.897419765169069
BLUE | x:-0.5819229513332367 y:5.742775196407877
BLUE | x:1.7116500705554962 y:16.585780853603925
BLUE | x:2.2124180466011047 y:19.180429532701417
BLUE | x:0.026574339128524894 y:8.646207553719126
YELLOW | x:4.413247651862589 y:4.690197065050048
YELLOW | x:6.7222962647750855 y:17.227235868150636
YELLOW | x:5.115810177731006 y:8.796346614335619
YELLOW | x:5.613396348178122 y:10.827048433519494
YELLOW | x:5.987957583871968 y:12.979754204128826
YELLOW | x:6.404989209778595 y:15.247539594346925
YELLOW | x:4.834375602905873 y:7.126757161546239

BLUE | x:-1.143924399871805 y:3.3686317012455484
BLUE | x:-1.1166823913579305 y:6.3385538047300205
BLUE | x:-1.1383455574438095 y:11.698417260820314
BLUE | x:-1.17969205080719 y:14.50156788287028
BLUE | x:-1.2672878175899505 y:16.648420670205994
BLUE | x:-2.506547384453328 y:19.293331760738937
BLUE | x:-1.1085519572024665 y:9.066555514509124
BLUE | x:-1.7020427793190003 y:18.203105905229496
YELLOW | x:3.81294950545578 y:4.193308814937515
YELLOW | x:3.62147162789188 y:10.662734900489095
YELLOW | x:3.6950151393885298 y:8.658089238976084
YELLOW | x:3.716311779625702 y:14.544456556016845
YELLOW | x:3.7813792795017243 y:6.386250689203186
YELLOW | x:3.7054320365264894 y:12.744002463991091
YELLOW | x:3.654766891076321 y:16.685970380479738
YELLOW | x:3.092657473690796 y:18.930244043046876

BLUE | x:-2.4737586210096993 y:3.4277701423313642
BLUE | x:-11.289290758959961 y:14.013503466620687
BLUE | x:-12.799466622861734 y:13.907083267544353
BLUE | x:-10.001184153975132 y:13.688669197051652
BLUE | x:-6.224539602788798 y:12.00280039566223
BLUE | x:-8.112694713465881 y:13.019286945039672
BLUE | x:-14.846502634875488 y:13.15137880104248
BLUE | x:-4.489169478077867 y:10.755287615366754
BLUE | x:-2.735292258851242 y:6.172842695886535
BLUE | x:-3.5251008003875732 y:9.75809700744812
BLUE | x:-2.9949067037655603 y:8.30799195057189
YELLOW | x:2.4478313242368737 y:2.6111384989890416
YELLOW | x:-7.094122353188705 y:17.912581279451295
YELLOW | x:-5.613195909055583 y:17.24784365750814
YELLOW | x:1.955322381826017 y:8.642663863730217
YELLOW | x:2.3579083949401856 y:4.721892028624457
YELLOW | x:-2.4031108349487305 y:15.150330200368805
YELLOW | x:2.23498102725296 y:6.522489860231322
YELLOW | x:-4.069730453682455 y:16.322028997117922
YELLOW | x:0.06961590269509442 y:12.546543612653657
YELLOW | x:-1.1400810978167943 y:13.781001675983626
YELLOW | x:1.188892179403856 y:10.82435456372762

BLUE | x:-2.1144385220911177 y:2.4662861057406777
BLUE | x:-11.292906751369804 y:8.97624210545314
BLUE | x:-8.526880595080566 y:8.470572886299873
BLUE | x:-9.794096917237685 y:8.918177967509935
BLUE | x:-4.972471622618548 y:6.380403344407323
BLUE | x:-6.726704781246694 y:7.587253116145376
BLUE | x:-3.3704244954644094 y:5.048548017516377
BLUE | x:-2.553101226679993 y:3.974157924030863
YELLOW | x:2.778796659914144 y:2.3316618348902893
YELLOW | x:-13.733010066541544 y:13.428777133002521
YELLOW | x:-11.862899220975748 y:13.828495449398599
YELLOW | x:-9.501430297316197 y:13.765561246023648
YELLOW | x:-3.9186675876304626 y:11.561937061854179
YELLOW | x:-2.4979899976008824 y:10.469797990495607
YELLOW | x:-0.9483949301069101 y:9.17486677312035
YELLOW | x:-8.07433308461558 y:13.365947559053344
YELLOW | x:-6.692196699969482 y:12.957386448556825
YELLOW | x:2.211589768536377 y:4.57175758140747
YELLOW | x:1.2786675214841843 y:6.39468957441513
YELLOW | x:0.1561404977068186 y:7.7353633190936275
YELLOW | x:-5.297360280810971 y:12.336692725196126

BLUE | x:-5.920074138037872 y:4.623131408864898
BLUE | x:-7.548121740082084 y:5.799483701164169
YELLOW | x:0.9687650446770645 y:3.4083021736996906
YELLOW | x:-2.314607362472661 y:7.9771454222141065
YELLOW | x:-3.5136760073825832 y:8.983638503724976
YELLOW | x:-7.412075230471801 y:11.208131387407226
YELLOW | x:0.16964279190449716 y:5.045529280677082
YELLOW | x:-1.0698705179749384 y:6.642630889589234
YELLOW | x:-13.453170113754782 y:11.450138046914978
YELLOW | x:-6.07454650103302 y:10.541349151307983
YELLOW | x:-11.662853677728949 y:11.678794617031658
YELLOW | x:-15.246904703967285 y:10.776403024370117
YELLOW | x:-4.789658741006906 y:9.897952511484071
YELLOW | x:-9.745071646563721 y:11.734764840776366

BLUE | x:-2.503540878487142 y:3.89741958238149
BLUE | x:-15.341869208209229 y:9.900085046464843
BLUE | x:-13.493300291888428 y:9.93172989942098
BLUE | x:-11.141005854797871 y:10.089891857479653
BLUE | x:-8.950886580340576 y:9.93534286277954
BLUE | x:-6.387430336401706 y:9.323926823136077
BLUE | x:-3.0912405580207825 y:5.79936201828186
BLUE | x:-4.554881638139143 y:8.176966165080312
BLUE | x:-3.5694817433680215 y:6.998439386064454
YELLOW | x:2.589142797823806 y:2.4878317659841405
YELLOW | x:-13.07914957701416 y:14.986154425998885
YELLOW | x:-9.611627773294503 y:14.910156664681223
YELLOW | x:-11.109755846850586 y:14.996616233249862
YELLOW | x:1.588526767499733 y:7.34422285812561
YELLOW | x:0.9447280542378504 y:8.625826197771207
YELLOW | x:-4.384232176336161 y:13.869424576138101
YELLOW | x:-2.8095707148239137 y:12.94944999473755
YELLOW | x:2.4166056027089438 y:4.320873922680461
YELLOW | x:-6.208890037727864 y:14.373638068213705
YELLOW | x:0.2986356391749329 y:9.964298163428548
YELLOW | x:2.072043654330063 y:5.875522409453632
YELLOW | x:-8.02535417575887 y:14.777255323106688
YELLOW | x:-1.2270050972625732 y:11.783485645626628

BLUE | x:-2.549442355256362 y:3.1492540257349613
BLUE | x:-9.511375029543219 y:7.351149944372948
BLUE | x:-7.36667414030903 y:6.853630122340583
BLUE | x:-3.323109433047485 y:4.392656750057779
BLUE | x:-4.932498785845947 y:5.844712271863861
YELLOW | x:2.5408262197534834 y:2.5541443390537584
YELLOW | x:-12.58311390578003 y:12.863979954098305
YELLOW | x:-10.640043470256042 y:12.451858872746074
YELLOW | x:-2.27823262622319 y:9.943778105043899
YELLOW | x:0.47429388298672576 y:7.4389329432526985
YELLOW | x:-3.980814392644392 y:10.749932131600167
YELLOW | x:-0.8966579973915455 y:8.780649631500765
YELLOW | x:2.1314030756627402 y:3.9628993318226367
YELLOW | x:-5.728681001059723 y:11.4722849871463
YELLOW | x:1.7087559253051758 y:5.415385654146117
YELLOW | x:-8.689003639412435 y:12.150800540620727
YELLOW | x:-7.2347890665059404 y:11.789476723049724

YELLOW | x:1.5010192812746126 y:2.948304121861737
YELLOW | x:-10.18950618604075 y:11.038802101785583
YELLOW | x:-11.867536970965576 y:12.392636802369994
YELLOW | x:-13.369954201571655 y:14.289923503572387
YELLOW | x:-8.335521456591797 y:10.226289568915607
YELLOW | x:-0.6700554668828964 y:5.999977603132171
YELLOW | x:-6.468977570195176 y:9.526613635017167
YELLOW | x:0.4315852791145325 y:4.560765251094741
YELLOW | x:-2.1642122298404693 y:7.1660215403384395
YELLOW | x:-3.7180536523386953 y:8.222953685695572
YELLOW | x:-5.146804186694336 y:8.855977513963623

BLUE | x:-3.6073936670944216 y:3.8700456883258054
BLUE | x:-7.741050272179158 y:10.052193779324137
BLUE | x:-7.34793805644828 y:8.937676732978531
BLUE | x:-4.7943798631355286 y:5.7241954948252864
BLUE | x:-6.2331261467197 y:7.478473519127875
BLUE | x:-8.445293439420572 y:12.350638304724935
BLUE | x:-8.93211326300354 y:14.518066122705383
BLUE | x:-8.801512667529297 y:17.116362931901858
YELLOW | x:2.274846904483922 y:2.312969953392588
YELLOW | x:-1.6036138147041321 y:19.434162118608402
YELLOW | x:-0.7152332841261935 y:8.500815234774043
YELLOW | x:0.08236303701964567 y:7.230707560553792
YELLOW | x:-3.139589223258209 y:17.842412545854494
YELLOW | x:0.9086810999520831 y:5.908474784335801
YELLOW | x:1.6502123117521286 y:4.152603406781596
YELLOW | x:-2.9838520934110004 y:11.756108061381157
YELLOW | x:-1.853135691646676 y:10.08939983759927
YELLOW | x:-3.6415366619750977 y:13.794244077379151
YELLOW | x:-3.903537783019256 y:16.17967318949565

BLUE | x:-1.7335481916435538 y:2.965046662680804
BLUE | x:-2.173014780871582 y:7.0283183838671865
BLUE | x:-1.9036588093473723 y:8.153170690420998
BLUE | x:-1.269618115389288 y:10.47547737849141
BLUE | x:-2.0144705504104614 y:5.238384678537292
BLUE | x:-0.5422564973359426 y:12.559647528239067
BLUE | x:0.9316929966285705 y:14.631413438493652
BLUE | x:6.684248474247742 y:17.552381589586183
BLUE | x:2.716135230667877 y:15.974992349321289
BLUE | x:4.623560813076782 y:16.859977796251222
YELLOW | x:3.188423640536753 y:3.053911945463528
YELLOW | x:6.070337346203613 y:12.26243314204081
YELLOW | x:11.033913519985962 y:13.126689269716186
YELLOW | x:8.23447035452474 y:12.83892591255371
YELLOW | x:4.562001113246227 y:11.291096500275037
YELLOW | x:3.01217949093132 y:7.062257483179016
YELLOW | x:3.059890010960388 y:5.056625297243041
YELLOW | x:9.846810010083008 y:13.129768684083862
YELLOW | x:3.5195807585441075 y:9.124110770393042
YELLOW | x:12.799266722805786 y:13.393161370927734
YELLOW | x:14.279270914204407 y:13.886086418802185
YELLOW | x:3.914849230654526 y:10.413831093484802

BLUE | x:-1.6170404561853957 y:2.4532902562934016
BLUE | x:-0.9582742681031546 y:4.723643535946451
BLUE | x:1.3624628766090914 y:8.766744772622175
BLUE | x:3.13038225505831 y:10.044246231093647
BLUE | x:5.100542444108525 y:10.97067948084979
BLUE | x:-0.13999028056116103 y:6.774620766018473
BLUE | x:14.201172497875977 y:12.983016723965251
BLUE | x:9.585325089104462 y:11.958084955388948
BLUE | x:11.129356625683593 y:12.010983350450438
BLUE | x:12.962124493725586 y:12.376392557794494
BLUE | x:7.163335015241932 y:11.554474541406192
YELLOW | x:3.754941832033284 y:3.1471401637540692
YELLOW | x:10.212009300464546 y:7.068920906293368
