Observed cones colored
YELLOW | x:-1.1421285650721973 y:9.025859706177954
YELLOW | x:2.2860257446840286 y:4.034006098483644
YELLOW | x:0.10511651208863643 y:7.751656050060832
YELLOW | x:-5.851609195264689 y:11.464004463528239
YELLOW | x:1.2902308652872723 y:6.215457132036132
YELLOW | x:-12.842918408902996 y:14.283270305965985
YELLOW | x:-4.384303006522369 y:10.935961535150453
YELLOW | x:-9.140147730700683 y:12.498085477525635
YELLOW | x:-7.257332019997151 y:11.946872732282985

BLUE | x:-6.548324549301091 y:5.0207371392925335
BLUE | x:-12.066473338000488 y:10.307357544277751
BLUE | x:-10.69781724313151 y:8.323200172756753
BLUE | x:-9.943625621986898 y:7.332777852390848
BLUE | x:-8.479507014147948 y:6.31164185064499
BLUE | x:-13.15363351205241 y:12.24772743639811
YELLOW | x:1.832880959046372 y:2.231986663813038
YELLOW | x:-2.3871894168558616 y:7.930518315365114
YELLOW | x:-1.1816774636432648 y:6.928559854204101
YELLOW | x:0.006954266790288682 y:5.45493446844284
YELLOW | x:1.1490198796620403 y:3.9386697556323242
YELLOW | x:-6.648133999432966 y:11.340444453465915
YELLOW | x:-8.60671887098999 y:17.143948788021646
YELLOW | x:-7.906561784935506 y:13.11289993382955
YELLOW | x:-3.5275126999542237 y:8.893396871263427
YELLOW | x:-5.106304836657098 y:10.121981028584212
YELLOW | x:-8.860648168119303 y:15.300234709754232

BLUE | x:-2.6518694622574706 y:2.8172367194374166
BLUE | x:-4.264393038348209 y:6.943972675233641
BLUE | x:-3.302941923332723 y:4.882789463375651
BLUE | x:-4.959820112335298 y:8.630605318395409
BLUE | x:-5.087502156908049 y:9.83009817326199
BLUE | x:-5.173324629656983 y:12.228452375108642
BLUE | x:-5.081656518571091 y:14.45046760099594
BLUE | x:-3.027675411097717 y:18.595075967485354
BLUE | x:-4.30946180521698 y:16.899569744442548
YELLOW | x:2.29131970823555 y:3.6058727218455497
YELLOW | x:1.3675507813766479 y:6.5448077942675775
YELLOW | x:4.754451579856364 y:18.10356354174479
YELLOW | x:3.2607793054484775 y:17.35214411105748
YELLOW | x:-0.04444805772852105 y:10.246391758297525
YELLOW | x:1.7833743098783705 y:5.105761602098387
YELLOW | x:-0.14055261475729508 y:12.410457568125388
YELLOW | x:5.850546545791118 y:18.393328263933107
YELLOW | x:1.3752452337153964 y:16.1977191182388
YELLOW | x:0.6350308160061519 y:8.376993608383314
YELLOW | x:0.19966507514679616 y:14.777330303915825

BLUE | x:-1.6763949878490112 y:2.6036219450518696
BLUE | x:-1.6761349634917366 y:4.394503462223188
BLUE | x:-1.3174982120519003 y:5.500558116609496
BLUE | x:-0.4821720351701101 y:7.741225157752279
BLUE | x:0.42826709543857217 y:9.717412598836399
BLUE | x:2.093062271880595 y:11.63677119351888
BLUE | x:3.947332548109182 y:12.809744511618856
BLUE | x:5.989673633384196 y:13.616852198615316
BLUE | x:8.093891392017037 y:14.05449177566348
BLUE | x:10.514618595779758 y:14.289183372829998
BLUE | x:12.080494073040771 y:14.238576213805805
YELLOW | x:3.43123900593071 y:3.8903494920081325
YELLOW | x:4.132650139935302 y:5.907492997819824
YELLOW | x:5.362914727337647 y:7.9875574598457835
YELLOW | x:4.642495227577063 y:7.186856049870096
YELLOW | x:13.797819054730224 y:9.392588079149169
YELLOW | x:11.994159844525146 y:9.252001455003661
YELLOW | x:15.306863930828857 y:9.69592840927307
YELLOW | x:10.827133579062908 y:9.37270572441284
YELLOW | x:7.004720133550453 y:8.845365191076837
YELLOW | x:9.153459422510638 y:9.203583655190254
YELLOW | x:16.896235612042236 y:10.220707609826965

BLUE | x:-1.4356397703925179 y:3.3917958256776126
BLUE | x:-0.4136303593640645 y:5.677317931825562
BLUE | x:1.0225650414898872 y:7.2419105316943355
BLUE | x:2.739460679927701 y:8.552187717437151
BLUE | x:4.5878095116616695 y:9.569692097029668
BLUE | x:6.8588206411901576 y:10.509041156374627
BLUE | x:8.370244240342494 y:10.922376870260706
BLUE | x:12.225343492634583 y:15.344169380838316
BLUE | x:10.053733102819146 y:11.65626786275835
BLUE | x:11.125953522332 y:12.541042670185014
YELLOW | x:3.6947500974014282 y:3.002192022973938
YELLOW | x:16.183446744091796 y:10.811736085588379
YELLOW | x:5.01707628072052 y:4.288599267179412
YELLOW | x:11.337709334500122 y:6.725468828851623
YELLOW | x:8.554113108352878 y:5.893934934199211
YELLOW | x:6.980052713891687 y:5.270406934417153
YELLOW | x:9.68217387498169 y:6.099099590951843
YELLOW | x:15.158842073885092 y:9.404617860490722

BLUE | x:-1.6884161553374715 y:2.7071800343605976
BLUE | x:-0.7571374565288543 y:4.625837716037673
BLUE | x:2.030534294255066 y:18.525828912431642
BLUE | x:0.46527655290976627 y:6.343927285314906
BLUE | x:2.078943801941996 y:8.158747871406302
BLUE | x:3.793435838825989 y:16.425650479967043
BLUE | x:3.2321359624539694 y:9.165749528581543
BLUE | x:4.803111699230957 y:14.872670629197998
BLUE | x:4.473347826948111 y:10.65516825545721
BLUE | x:5.228830928611247 y:13.120000627214354
YELLOW | x:4.472843793041992 y:3.509424998933716
YELLOW | x:9.207394587007649 y:16.988233799313154
YELLOW | x:10.309729006893921 y:12.522396876985473
YELLOW | x:7.722506549961853 y:6.7475145178213705
YELLOW | x:10.039124793815104 y:10.871404509982773
YELLOW | x:5.574317919222005 y:4.724031522447509
YELLOW | x:9.900211321321615 y:14.92171890991394
YELLOW | x:6.467509325494712 y:5.4125062589166415
YELLOW | x:9.403485285249838 y:9.515974436774496
YELLOW | x:8.609961794820913 y:8.053560589328054

BLUE | x:-1.9647330276948471 y:3.3696514257394843
BLUE | x:-8.997353248787435 y:16.718022738471277
BLUE | x:-5.424176427714539 y:15.124969318086547
BLUE | x:-7.48045314648997 y:16.07623616315389
BLUE | x:-2.981384004148356 y:13.86361113645101
BLUE | x:-1.2073461145088196 y:5.680913939649505
BLUE | x:-0.5625632435009003 y:7.063024753902995
BLUE | x:-1.431306548196302 y:12.860116896462229
BLUE | x:-0.043022604084097776 y:8.796501863857465
BLUE | x:-0.3182306929638817 y:11.453712174157657
BLUE | x:0.0068340970153490666 y:10.176689508134764
YELLOW | x:2.82917961180954 y:2.3416974192605844
YELLOW | x:4.780370970303576 y:8.168892020557964
YELLOW | x:4.947260255622355 y:11.27903648473287
YELLOW | x:4.934351312128194 y:9.785306070819143
YELLOW | x:3.8871399300040355 y:4.926028021085238
YELLOW | x:3.338653402534612 y:3.9028053478148013
YELLOW | x:4.5436868697479245 y:12.916661384279177
YELLOW | x:4.480628477541097 y:6.607534482652588
YELLOW | x:3.2184040218666077 y:14.974239185029907

BLUE | x:-3.0632205237870536 y:4.040690823966903
BLUE | x:-10.423399898402405 y:7.960768237287445
BLUE | x:-7.670415760867309 y:7.672512689604999
BLUE | x:-5.831526101621501 y:7.270503662600758
BLUE | x:-4.287515971057129 y:6.377379729921264
BLUE | x:-3.545671648110792 y:5.351397588426512
YELLOW | x:1.9970059424713136 y:3.548197343522949
YELLOW | x:-12.560084077708435 y:12.971577599222107
YELLOW | x:-14.189016059885079 y:12.885345669306815
YELLOW | x:-10.632002207629395 y:12.951412513429565
YELLOW | x:-8.588034102313232 y:12.886624314958496
YELLOW | x:-0.25173321572526824 y:9.454068695082906
YELLOW | x:1.2411908974324544 y:6.7029623136665855
YELLOW | x:0.7140163451507568 y:8.115726545030517
YELLOW | x:-2.2475495827029026 y:10.860622540639861
YELLOW | x:1.7101492196395873 y:5.100646164590758
YELLOW | x:-6.719325714302571 y:12.547001515403036
YELLOW | x:-4.192215912533315 y:11.869957163507385

BLUE | x:-4.742029361916097 y:3.7880438777221337
YELLOW | x:1.9041255006552333 y:3.0224069422231543
YELLOW | x:-15.782545738411459 y:11.587544833197835
YELLOW | x:-10.02440652548523 y:10.752055480653686
YELLOW | x:-11.619470768166098 y:11.043241098100586
YELLOW | x:-8.13054297996148 y:10.331038729258355
YELLOW | x:-6.127816769473267 y:9.80824546275004
YELLOW | x:-4.399732314936829 y:9.063502967531127
YELLOW | x:-2.089627963893127 y:7.851766177191975
YELLOW | x:-0.37961175093304317 y:6.460556183829548

BLUE | x:-4.405082914225769 y:3.722807839090271
BLUE | x:-13.968855950228882 y:10.767215326005859
BLUE | x:-15.382173869006348 y:11.513522699052734
BLUE | x:-9.41654413242391 y:8.120846345598146
BLUE | x:-8.148978919114516 y:7.0712619515670445
BLUE | x:-6.426947446733151 y:5.581388873127055
BLUE | x:-10.664972477150473 y:8.833414072369182
YELLOW | x:1.9843080644880613 y:2.8241627701368364
YELLOW | x:-9.862087156698946 y:14.013829040435926
YELLOW | x:-11.203594061724854 y:14.823787604346517
YELLOW | x:-7.823797397804769 y:12.7546366796639
YELLOW | x:-4.963878576379105 y:10.844905541343703
YELLOW | x:-3.443129197607095 y:9.645775074337564
YELLOW | x:-1.8453468500074297 y:8.347685567257306
YELLOW | x:-0.5493876367733002 y:6.964366629297179
YELLOW | x:1.0232415641421952 y:4.827531262809677
YELLOW | x:-6.289781305186462 y:11.785271003419801

BLUE | x:-2.685237102699788 y:4.010886210774028
BLUE | x:-4.961647568848528 y:11.03747136848633
BLUE | x:-4.172725577675426 y:9.103480283381936
BLUE | x:-3.6368581948603316 y:7.806293282795876
BLUE | x:-3.2003223627731323 y:6.2302640622602325
YELLOW | x:2.6507340871699863 y:3.49514619632692
YELLOW | x:-1.7994094341918945 y:15.816105916673584
YELLOW | x:-2.7637670963928223 y:17.998405053789064
YELLOW | x:-0.46395448942235307 y:12.814450369849446
YELLOW | x:0.4312189765624859 y:10.58378689721467
YELLOW | x:1.054825715728092 y:8.89654373451204
YELLOW | x:1.6100236684158324 y:7.3820753838366695
YELLOW | x:2.1245582610443114 y:5.500136497194213
YELLOW | x:-1.0746101468727112 y:14.26535733001892

BLUE | x:-1.8926622168810951 y:3.3149722032162647
BLUE | x:-2.0787025932680403 y:4.689689840876274
BLUE | x:-2.6943221131886164 y:8.400389010284982
BLUE | x:-2.382683846347046 y:6.667830461834513
BLUE | x:-3.8342818481980223 y:14.976008780705907
BLUE | x:-4.1220885246917724 y:16.50189001815979
BLUE | x:-3.3899135607406614 y:12.219101789171141
BLUE | x:-3.618290659777832 y:13.730680349046633
BLUE | x:-2.9899222596695854 y:9.983711186196478
YELLOW | x:2.9016998368576052 y:3.0819915828850304
YELLOW | x:1.009214404232788 y:15.191969373399658
YELLOW | x:2.133199328175798 y:8.850673433621132
YELLOW | x:1.8149793818667412 y:10.494694708361868
YELLOW | x:2.6966896325424194 y:4.902320737217508
YELLOW | x:2.379227903492737 y:7.304184510881347
YELLOW | x:0.6615443423464775 y:16.95679612415497
YELLOW | x:1.456561920054245 y:12.84368693289622
YELLOW | x:0.40999854307123823 y:18.800804371212568

BLUE | x:-2.530799650145086 y:2.967738189208484
BLUE | x:-2.765611105156453 y:6.674675578449808
BLUE | x:-2.678700509659958 y:5.160905137235565
BLUE | x:-2.9381354046645027 y:9.466324423895351
BLUE | x:-5.323639389865113 y:16.94492757576172
BLUE | x:-5.94541646340739 y:18.030838245724283
BLUE | x:-2.8316459009970343 y:7.974089239611866
BLUE | x:-4.712620708338928 y:15.564700677568359
BLUE | x:-3.5290810694222765 y:12.518654500022175
BLUE | x:-3.142120796576509 y:10.959584823395879
YELLOW | x:2.3463517076768436 y:2.7626509788304077
YELLOW | x:-0.05153264402599335 y:16.985382392579957
YELLOW | x:1.8621425628736497 y:9.312984426724887
YELLOW | x:-0.803979638211441 y:18.832217608466394
YELLOW | x:2.0456156402900696 y:7.557657971555633
YELLOW | x:1.8235173791721344 y:11.184533391967062
YELLOW | x:0.6357781360621135 y:15.2290756648527
YELLOW | x:1.3431301981285095 y:13.442833815589193
YELLOW | x:2.21984967292099 y:5.159297659570617

BLUE | x:-2.032382275984531 y:3.2646224153452215
BLUE | x:-2.174528340160031 y:4.835754362650689
BLUE | x:-8.807009391975912 y:16.909393225684408
BLUE | x:-3.3009765220465526 y:9.436758585490285
BLUE | x:-4.386691360664876 y:11.87760713356201
BLUE | x:-6.026297727882047 y:14.51143237740594
BLUE | x:-2.46105915605278 y:6.161821737462921
BLUE | x:-2.8854087183230805 y:7.963663364652012
BLUE | x:-5.177344255638631 y:13.06482521153951
BLUE | x:-7.120299670092773 y:15.713564708406372
YELLOW | x:2.934873289870707 y:2.6150253112858963
YELLOW | x:-3.66086241900177 y:19.207416131669923
YELLOW | x:-0.999049994342041 y:15.890058353120727
YELLOW | x:0.05592345014544461 y:13.893306938715755
YELLOW | x:1.3957372935592773 y:10.577149870190711
YELLOW | x:2.804084486770121 y:4.978043325650668
YELLOW | x:0.8125177691454569 y:12.155109082236532
YELLOW | x:2.3411760598495484 y:6.841563060457153
YELLOW | x:1.914480105153108 y:8.654199427833902

BLUE | x:-2.7127865856811524 y:3.3482564355677793
BLUE | x:-11.046134484800211 y:13.057481204047445
BLUE | x:-12.688275985909018 y:13.775815719936931
BLUE | x:-3.0149623085980735 y:4.540765260234121
BLUE | x:-8.929837200038147 y:12.246937468225402
BLUE | x:-4.767126871743374 y:8.667056490103501
BLUE | x:-3.4769316908311634 y:5.918825382565103
BLUE | x:-5.702140148142157 y:10.035340732906901
BLUE | x:-4.080804900536235 y:7.137012396410171
BLUE | x:-7.222914430491638 y:11.41870992439453
YELLOW | x:2.1473128567213693 y:3.840556347941004
YELLOW | x:-7.350006076686096 y:16.764210536653444
YELLOW | x:-5.703529927127075 y:16.15474644757772
YELLOW | x:-4.213838526599121 y:15.216253259355469
YELLOW | x:-1.8189634975385454 y:13.013967958994686
YELLOW | x:0.4184308413490534 y:9.372128362034402
YELLOW | x:1.7556967606221519 y:5.457611205751342
YELLOW | x:-9.362640234820557 y:17.645099237138673
YELLOW | x:-0.6187998423899332 y:11.317811868364258
YELLOW | x:-2.7481413016642255 y:14.23957657275065

BLUE | x:-2.4444878429100036 y:3.7827946688479615
BLUE | x:-11.2883673638031 y:13.253542258912963
BLUE | x:-13.51632047990214 y:14.080400064165039
BLUE | x:-8.126368734233093 y:11.245546057397767
BLUE | x:-6.841165841611734 y:10.04653375404541
BLUE | x:-9.609870976533339 y:12.401458390462375
BLUE | x:-2.8781586617156982 y:5.380293586427611
BLUE | x:-5.14016881598569 y:8.54896039650873
BLUE | x:-3.822706195505969 y:7.163198847546818
YELLOW | x:2.6628620654418946 y:2.555101540262146
YELLOW | x:-8.862792695554607 y:17.52057423052653
YELLOW | x:-6.745994342359416 y:16.31346694089437
YELLOW | x:-3.6713033169433595 y:13.74908044593994
YELLOW | x:-0.7540913090035438 y:11.07864692466919
YELLOW | x:0.32195311858639286 y:9.66516587585401
YELLOW | x:1.3436649060985988 y:8.256882844056442
YELLOW | x:1.8155374099885306 y:6.795025541955871
YELLOW | x:2.3814350369978166 y:4.789163954961276
YELLOW | x:-2.0725488791788735 y:12.238868007871249

BLUE | x:-3.570744082324219 y:3.7672526742762753
BLUE | x:-13.51631497356829 y:12.483425895660053
BLUE | x:-12.217283818118286 y:11.744321817730508
BLUE | x:-8.35772714316101 y:9.787275746042175
BLUE | x:-4.873979422442627 y:5.651700451547546
BLUE | x:-10.378496580315145 y:11.206245258027954
BLUE | x:-6.95008566421378 y:8.533972524748316
BLUE | x:-5.797667956344795 y:7.090965812975808
YELLOW | x:2.050800552971649 y:3.4975377346820062
YELLOW | x:-8.548816757393391 y:15.604132217739663
YELLOW | x:-6.751726958148193 y:14.450362067660995
YELLOW | x:-1.9240210610553743 y:10.001573366497599
YELLOW | x:1.3110789229546864 y:5.108026512372469
YELLOW | x:-9.531827113024903 y:16.891374375993653
YELLOW | x:-4.972015473239136 y:13.307557895357055
YELLOW | x:0.32061257412780125 y:6.555555232274508
YELLOW | x:-3.2133159583732605 y:11.645192439729614
YELLOW | x:-0.8485245096187667 y:8.386316977395047

BLUE | x:-1.22897465098383 y:3.4884378137856236
BLUE | x:-2.1031577914878845 y:7.664369657213134
BLUE | x:-2.3504423271451604 y:9.133232079314045
BLUE | x:-1.3766912019840662 y:5.877838685686036
BLUE | x:-1.7906144344306538 y:10.919339594673897
BLUE | x:-0.05686577306661432 y:12.476792356611599
BLUE | x:1.3547311733240763 y:13.193509292511122
BLUE | x:2.8635675877407074 y:13.946822002107545
BLUE | x:5.28011642595876 y:15.72462049581075
BLUE | x:5.630655116843669 y:17.29985037900472
YELLOW | x:3.6733730504984536 y:2.9019063657270303
YELLOW | x:6.2371219040456864 y:9.823138992278704
YELLOW | x:3.5753155485460284 y:8.713879334779534
YELLOW | x:10.995955327160644 y:15.918216684038086
YELLOW | x:9.63768088851454 y:12.336425749369438
YELLOW | x:10.433759787686157 y:13.935278203660888
YELLOW | x:8.387852896544539 y:11.02426609226955
YELLOW | x:7.3407159517283125 y:10.20409162300293
YELLOW | x:3.241920498020935 y:7.174081717505697
YELLOW | x:3.45290703277537 y:5.004195327137552
YELLOW | x:5.144953142610677 y:9.436401854529622

BLUE | x:-2.059575525581021 y:4.10488979807295
BLUE | x:-0.495564350478363 y:5.777111079866332
BLUE | x:0.8490944640578376 y:6.589927376549749
BLUE | x:1.7302367717102052 y:18.412223603898926
BLUE | x:2.6452289066218784 y:16.591747925682085
BLUE | x:4.73091553615943 y:10.990983178789062
BLUE | x:3.905512478955078 y:14.268341138536377
BLUE | x:3.7334147496430288 y:8.291006586195339
BLUE | x:4.529566648609925 y:9.428054184292398
BLUE | x:4.466558721669006 y:12.568498208696289
BLUE | x:2.277627057837931 y:7.438362275138141

BLUE | x:-1.9608416726117452 y:2.566559889048535
BLUE | x:-9.441427974892171 y:15.071862739895426
BLUE | x:-6.963761273019028 y:13.312910511667175
BLUE | x:-11.359626544507854 y:16.450132126186933
BLUE | x:-5.261342771131025 y:12.151249244386598
BLUE | x:-3.0480306774303436 y:10.701469356392465
BLUE | x:-1.1564967531459083 y:4.004365047673739
BLUE | x:-0.7496659282520532 y:8.268042877887332
BLUE | x:-0.2841924806361516 y:5.447962904547296
BLUE | x:-0.14546310826392173 y:6.817647014632466
BLUE | x:-1.6988273888751984 y:9.506784179384153
YELLOW | x:4.935329583294678 y:4.653325194691263
YELLOW | x:-4.886423282814535 y:17.93382350064779
YELLOW | x:3.3969735572809854 y:11.651845502761978
YELLOW | x:4.41010359586029 y:10.142100475007934
YELLOW | x:5.020709619028097 y:8.18092150376276
YELLOW | x:5.240307223223719 y:6.446422366123791
YELLOW | x:-0.2801322109922886 y:14.806600763971252
YELLOW | x:1.9828234642818452 y:13.283615520173951
YELLOW | x:-2.5058192342445373 y:16.401048813834432

YELLOW | x:2.145299299707358 y:2.7048126674865687
YELLOW | x:-13.279187851143393 y:8.727432245586956
YELLOW | x:-10.41176950632782 y:8.69411984937851
YELLOW | x:-7.719355824582291 y:8.59352226513092
YELLOW | x:-4.952527559789531 y:8.481741065357767
YELLOW | x:1.4478331794415793 y:4.399548207297565
YELLOW | x:0.32548782594417996 y:5.7791835942943655
YELLOW | x:-2.876460677973938 y:7.8659566769745375
YELLOW | x:-1.2352870792076112 y:7.108354880983276

YELLOW | x:2.246887174256134 y:2.1712305392569733
YELLOW | x:0.16811401099710466 y:5.659969761545104
YELLOW | x:1.4028739273622512 y:3.8839901532477565

BLUE | x:-2.3808039059167228 y:2.3942830558366013
BLUE | x:-2.973174372970242 y:5.0159575090553785
BLUE | x:-3.345226340485128 y:7.005972777381185
BLUE | x:-3.8023556707796002 y:9.993522047148218
BLUE | x:-4.69461211859436 y:15.647027566606445
BLUE | x:-4.201877958852277 y:12.313322005104807
YELLOW | x:2.5101286143138886 y:3.152074963786482
YELLOW | x:0.7045486589347204 y:13.7379277758214
YELLOW | x:0.3155369550891929 y:16.30721428120267
YELLOW | x:1.1011151964540165 y:10.884033383172065
YELLOW | x:1.477627310733909 y:8.652904801325459
YELLOW | x:2.0201268464401245 y:5.859421088869019
YELLOW | x:-0.11066129604231516 y:18.74409349220459

BLUE | x:-2.192123863093567 y:2.3374120380229186
BLUE | x:-2.05980342923851 y:5.340960695917053
BLUE | x:-1.97510053017985 y:7.671899233832601
BLUE | x:-1.8182402829254785 y:13.39033396499817
BLUE | x:-1.8923206571001263 y:11.013010432893676
BLUE | x:-1.7422684361462912 y:15.6347103859729
BLUE | x:-1.6430098444149017 y:18.00556285637085
YELLOW | x:2.8391497308847096 y:2.9377271952169046
YELLOW | x:3.044410892666202 y:8.089155385137905
YELLOW | x:2.9020646681462607 y:5.2272365436699415
YELLOW | x:3.2032470872079215 y:13.15005425073171
YELLOW | x:3.256697368629265 y:15.110678806478424
YELLOW | x:3.258811083443451 y:17.38500840919678
YELLOW | x:3.162958634616706 y:10.682403503558662

BLUE | x:-2.2278379375109636 y:2.8356899927249426
BLUE | x:-2.2460002432192487 y:5.015976185177408
BLUE | x:-5.919273336389838 y:16.759909227067872
BLUE | x:-7.8122225731536865 y:17.646068742448733
BLUE | x:-2.8054174225565025 y:11.26772780232648
BLUE | x:-2.507630563105986 y:9.48256528169709
BLUE | x:-4.707102430852763 y:15.496510102922363
BLUE | x:-4.0647505253479 y:14.325578096086424
BLUE | x:-2.256543053182475 y:7.342064613674722
YELLOW | x:2.7892041935597733 y:2.5352360234406026
YELLOW | x:1.619380488999176 y:15.255186345750731
YELLOW | x:1.0825751952901363 y:16.593080415899202
YELLOW | x:2.786517527706909 y:4.559023164854517
YELLOW | x:2.518654702540298 y:11.063528225822465
YELLOW | x:2.1355727185880027 y:13.44167527613505
YELLOW | x:2.733569894572915 y:9.399614596275462
YELLOW | x:2.667579121398417 y:6.856634055152181
YELLOW | x:0.4671946615055084 y:18.169544961625977

BLUE | x:-2.3349565356895448 y:3.5400818532453404
BLUE | x:-14.720953318469238 y:11.421509181037191
BLUE | x:-10.75282129942627 y:11.029248470638835
BLUE | x:-12.376787198575848 y:11.196301693295084
BLUE | x:-9.067512485377502 y:10.857619359666748
BLUE | x:-6.652931321653239 y:10.294510947242026
BLUE | x:-3.8022882071204958 y:7.8555676215256725
BLUE | x:-2.668932490540059 y:5.204773420666299
BLUE | x:-4.869218270118404 y:9.241521346477644
BLUE | x:-3.265396766853841 y:6.6706279462324005
YELLOW | x:2.99360961418101 y:2.6113579351782565
YELLOW | x:-10.105058682950846 y:15.762882147803548
YELLOW | x:-11.941362592570496 y:15.9572600867099
YELLOW | x:0.3865667022011227 y:12.337779242812683
YELLOW | x:2.514992926194424 y:6.9718847750703254
YELLOW | x:2.106215269079995 y:8.351928492148547
YELLOW | x:1.666210067279625 y:9.961157205278319
YELLOW | x:2.8527877863984847 y:5.072641499745822
YELLOW | x:-8.549548003070068 y:15.649579837495727
YELLOW | x:-2.216682454936218 y:14.027366664583129
YELLOW | x:-5.507257394981893 y:15.316219086025798

BLUE | x:-4.855462309710694 y:3.782184889490051
YELLOW | x:2.4911057184214274 y:3.9885439818845625
YELLOW | x:-14.402054481697592 y:12.577426507646484
YELLOW | x:-10.968222948901367 y:11.324934954022014
YELLOW | x:-12.01788010298462 y:11.670191838914795
YELLOW | x:-13.081621739260864 y:12.113912179643554
YELLOW | x:-8.594584001096598 y:10.486756239905597
YELLOW | x:-9.959007832400513 y:10.971427395517273
YELLOW | x:-6.856883022181702 y:9.876162311674465
YELLOW | x:-5.391243399175516 y:9.289653327638549
YELLOW | x:0.3542633987209744 y:6.26864332083991
YELLOW | x:-2.5157636274819692 y:8.294605496103209

BLUE | x:-4.072217795245361 y:3.526212011351827
BLUE | x:-4.973836573950958 y:4.940562024290008
BLUE | x:-8.277312991015625 y:10.317687204057616
BLUE | x:-7.046354425939433 y:8.32437536972229
BLUE | x:-5.7831094507585785 y:6.324340707066868
BLUE | x:-11.394656750552368 y:15.365710570985717
BLUE | x:-9.836162659518433 y:12.80227024810974
YELLOW | x:1.72358773969807 y:3.3164821420023536
YELLOW | x:-6.306439968936157 y:16.622817113573
YELLOW | x:-6.966874294472249 y:17.678346231157228
YELLOW | x:-3.5704664021656036 y:11.919087881420696
YELLOW | x:-2.9765110820457457 y:10.986086943323063
YELLOW | x:-4.839619490496826 y:14.118233039552612
YELLOW | x:-5.513567152611923 y:15.333163454706115
YELLOW | x:-4.141870273145549 y:12.932942385052288
YELLOW | x:-1.6664237762968415 y:8.82302624110511
YELLOW | x:-0.6870385438129425 y:7.290963803305868
YELLOW | x:-2.4304137340926433 y:10.054980256730957

BLUE | x:-2.3186416225226503 y:2.682316970402641
BLUE | x:-2.1068770550944858 y:4.467007320365616
BLUE | x:-1.6493537377574499 y:8.77435862585039
BLUE | x:-1.418812766663742 y:10.646440146937612
BLUE | x:-0.4726234704181671 y:18.952448442155763
BLUE | x:-1.0892368000671386 y:13.652735212022707
BLUE | x:-0.8124718472287178 y:15.979795887643737
BLUE | x:-1.8764976590797424 y:6.507600858385009
YELLOW | x:2.908562142657725 y:3.808079451893412
YELLOW | x:4.29163785279541 y:16.32115113990967
YELLOW | x:3.3810040165108934 y:7.806596238748776
YELLOW | x:4.485518283652751 y:18.54625725207194
YELLOW | x:3.9920472572321573 y:14.267760615787216
YELLOW | x:3.652518454218709 y:10.135172159067748
YELLOW | x:3.134256389744568 y:5.74838423189982
YELLOW | x:3.88917237818985 y:12.60299815592631

BLUE | x:-0.851490705216345 y:3.1778949962280802
BLUE | x:0.007997564629440672 y:8.37940632503285
BLUE | x:1.7770567804649353 y:19.4687812592334
BLUE | x:0.5178630821481228 y:11.347420059218647
BLUE | x:1.3455197185352326 y:16.699530914003297
BLUE | x:-0.3558236256167412 y:6.107031967813414
BLUE | x:0.9528930852884928 y:14.051900421157125
YELLOW | x:4.4986351202006025 y:4.739012235973917
YELLOW | x:6.350735095150757 y:16.964511707002565
YELLOW | x:6.633730366833496 y:18.712725045854494
YELLOW | x:5.359050515301514 y:10.655692733188825
YELLOW | x:5.666691115505982 y:12.90795266884033
YELLOW | x:4.670888033516693 y:6.4175774003810115
YELLOW | x:5.079662138089171 y:8.494638271278216
YELLOW | x:5.930861738331604 y:14.937693669969482

BLUE | x:-1.6547266640759057 y:3.222920527631683
BLUE | x:-7.73049030005188 y:18.223491265947267
BLUE | x:-4.128346456083171 y:15.929338052446289
BLUE | x:-1.8926778763458252 y:5.927489831621093
BLUE | x:-5.864833208911133 y:17.158654287034913
BLUE | x:-2.1275970967757045 y:8.519883000317744
BLUE | x:-2.653690661482525 y:13.442059740001602
BLUE | x:-3.197179727745565 y:14.95475728767578
BLUE | x:-2.393792870960814 y:11.28310252181659
YELLOW | x:3.20494804283727 y:3.5142705625043735
YELLOW | x:2.499147596962738 y:11.671288325960083
YELLOW | x:2.2245837320958457 y:13.823374822313232
YELLOW | x:2.6263236086171067 y:9.91886287074958
YELLOW | x:2.989631751187134 y:5.8420503880328365
YELLOW | x:2.724132148233541 y:7.83587397399722
YELLOW | x:1.4892253547981262 y:16.02361638801758
YELLOW | x:-0.858851778499794 y:18.95366771476929
YELLOW | x:0.3831439137533188 y:17.713946893388673

BLUE | x:-2.0132426620874493 y:4.088950086494641
BLUE | x:-15.344966341845705 y:11.128315942460937
BLUE | x:-13.117275250944012 y:12.558764690731607
BLUE | x:-11.009070329857382 y:13.075601532632751
BLUE | x:-8.25396213232727 y:12.460380696402066
BLUE | x:-9.48907460072886 y:12.978156203602397
BLUE | x:-6.464936334483337 y:11.580271187796836
BLUE | x:-4.739250259590658 y:10.3056976423409
BLUE | x:-2.3892270339785466 y:7.782034808305874
BLUE | x:-3.166083111256829 y:8.852624725284981
BLUE | x:-2.0150503247901916 y:6.256627792690836
YELLOW | x:2.8927042603567124 y:3.7699252362794113
YELLOW | x:-9.04222318827362 y:17.825389793092654
YELLOW | x:-7.599385592333984 y:17.37937386291687
YELLOW | x:-4.841082844130707 y:16.247883215124055
YELLOW | x:-0.5607937902137756 y:12.925839275692544
YELLOW | x:2.4516427433281307 y:8.196338894162269
