x,y,z
0.729172,7.273175,2.095245
0.774509,7.213480,2.024074
0.720350,7.181549,2.082451
0.773687,7.202273,2.034517
0.767106,7.137475,2.029681
0.766694,7.130091,2.041059
0.766283,7.122692,2.052409
0.767106,7.126736,2.067073
1.228666,9.664159,1.974348
1.228172,9.656807,1.990424
1.228172,9.653315,2.007288
1.220755,9.591523,2.011924
1.271821,9.461656,1.950671
1.220261,9.584110,2.027852
1.270777,9.450467,1.965579
1.209383,9.495147,2.026390
1.270255,9.443133,1.981294
1.191584,9.351896,2.012903
1.270255,9.439658,1.997786
1.190100,9.336728,2.026709
1.274431,9.467181,2.020894
1.190100,9.333175,2.043015
1.185650,9.294707,2.051614
1.153018,9.035393,2.010920
1.149062,9.000884,2.019746
1.137690,8.908297,2.015321
1.127802,8.827365,2.013226
1.121374,8.773545,2.017079
1.115441,8.723606,2.021648
1.116430,8.727793,2.038688
1.051633,9.004381,2.020428
1.052539,9.008592,2.037907
1.052086,9.001143,2.052755
1.038046,8.877473,2.040871
1.027629,8.784847,2.035738
1.185150,9.580499,2.026815
1.022194,8.734837,2.040232
1.186111,9.584711,2.045203
1.279808,9.790161,1.989982
1.004078,8.576518,2.019058
1.192359,9.631592,2.072803
1.266593,9.685616,1.986355
1.004984,8.580712,2.035870
1.183228,9.554585,2.071953
1.252870,9.577229,1.981565
0.986868,8.422533,2.013874
1.140935,9.209572,2.013971
1.254395,9.585408,2.000709
0.990039,8.446383,2.033718
1.151989,9.295209,2.049824
1.257953,9.609053,2.023276
0.923080,8.394129,2.024442
0.983698,8.388745,2.035349
1.151028,9.283861,2.064332
1.229490,9.388168,1.993898
0.922229,8.382852,2.037223
0.977357,8.331128,2.036784
1.115464,8.993504,2.016261
1.208651,9.225609,1.976220
0.920529,8.363828,2.048078
0.956071,8.146190,2.006656
1.119308,9.020954,2.038971
1.203061,9.179831,1.981514
0.901820,8.190332,2.020752
0.961959,8.192819,2.033316
1.115944,8.990278,2.048537
0.902671,8.194510,2.036974
0.961506,8.185399,2.046659
1.116425,8.990558,2.065126
0.897143,8.140784,2.038723
0.961959,8.185665,2.061924
1.083744,8.723867,2.019915
0.897994,8.144922,2.054886
0.947466,8.058782,2.044939
1.077016,8.666185,2.022515
0.876734,7.948581,2.020125
0.943843,8.024393,2.051138
1.074613,8.643312,2.033103
0.813972,7.889775,2.048850
0.878435,7.960453,2.037951
0.932973,7.928429,2.041368
1.085186,8.724754,2.068349
0.875034,7.926070,2.043907
0.930256,7.901770,2.049227
1.083264,8.705679,2.079895
0.866530,7.845496,2.037751
0.921651,7.825118,2.043943
1.072210,8.613236,2.073719
0.802446,7.767363,2.060567
0.861428,7.795749,2.039372
0.918480,7.794631,2.050530
1.047219,8.408929,2.040076
0.800856,7.748371,2.070022
0.856751,7.749870,2.041840
0.918480,7.791038,2.064141
1.050103,8.428498,2.060418
1.052025,8.440346,2.078786
1.052505,8.440552,2.094494
1.115541,9.269728,2.054585
1.117408,9.281633,2.074239
1.100138,9.134601,2.058152
1.075867,8.929543,2.028346
1.081934,8.976325,2.055479
1.059530,8.786920,2.028267
0.988292,8.723701,1.998082
1.066065,8.837532,2.056228
1.059530,8.779775,2.058974
0.980389,8.646963,2.012336
1.049728,8.694974,2.055117
0.977755,8.620208,2.022001
1.035259,8.571568,2.041776
0.974242,8.585710,2.029737
1.030125,8.525496,2.046545
0.962827,8.481603,2.020737
1.024990,8.479443,2.051124
0.959315,8.447129,2.028135
1.018456,8.421809,2.052773
0.952729,8.385608,2.028862
1.008654,8.337192,2.047582
0.954046,8.393637,2.046342
1.007254,8.322032,2.059290
0.938241,8.251053,2.026856
0.989050,8.168089,2.036344
0.940436,8.266794,2.046052
0.991851,8.187634,2.056425
0.929460,8.166764,2.036440
0.987650,8.149368,2.061954
0.869523,8.161968,2.032277
0.930777,8.174760,2.053618
0.985316,8.126504,2.071290
0.864588,8.112094,2.034913
0.919801,8.074801,2.043508
0.853482,8.004373,2.022770
0.921118,8.082776,2.060567
0.853482,8.000824,2.036759
0.902239,7.913929,2.030790
0.841965,7.889340,2.023059
0.895214,7.848780,2.028691
0.836207,7.832211,2.021549
0.891263,7.810594,2.033393
0.830037,7.770906,2.020210
0.892141,7.814722,2.049049
1.320376,9.826397,2.007981
-0.240689,1.243599,0.385367
-0.231253,1.295646,0.401495
-0.245524,1.176564,0.364624
-0.234871,1.212220,0.380292
-0.229909,1.286711,0.403660
-0.243960,1.167797,0.366385
-0.239962,1.237126,0.392859
-0.229237,1.281534,0.406961
-0.250961,1.120841,0.347469
-0.243178,1.162771,0.369277
-0.243597,1.254469,0.403198
-0.229909,1.283858,0.412644
-0.253471,1.130816,0.354898
-0.243178,1.161473,0.373338
-0.236326,1.215648,0.395413
-0.234614,1.308656,0.425666
-0.255981,1.140752,0.362400
-0.241614,1.152700,0.374968
-0.243597,1.251620,0.411956
-0.231253,1.288433,0.424073
-0.254308,1.132031,0.363990
-0.243960,1.162561,0.382673
-0.236326,1.212854,0.403900
-0.229909,1.279461,0.426081
-0.256817,1.141913,0.371570
-0.247088,1.176106,0.391687
-0.240689,1.233802,0.415666
-0.231253,1.285439,0.433063
-0.253471,1.125746,0.370666
-0.245524,1.167295,0.393290
-0.237053,1.213726,0.413631
-0.232598,1.291383,0.440096
-0.257654,1.142999,0.380779
-0.245524,1.165913,0.397367
-0.231963,1.186243,0.408898
-0.232598,1.289837,0.444607
-0.257654,1.141661,0.384771
-0.243178,1.153391,0.397604
-0.233417,1.192307,0.415422
-0.229909,1.273459,0.443697
-0.261836,1.158821,0.395070
-0.249434,1.181700,0.411757
-0.241416,1.231656,0.433965
-0.232598,1.286777,0.453386
-0.246779,1.090871,0.376165
-0.247088,1.169154,0.411973
-0.239962,1.222722,0.435626
-0.230581,1.274042,0.453910
-0.253471,1.119166,0.390084
-0.247088,1.167707,0.416057
-0.234144,1.191587,0.429233
-0.229909,1.268738,0.457024
-0.255981,1.128863,0.397892
-0.250215,1.181010,0.425452
-0.241416,1.227039,0.446852
-0.230581,1.270838,0.462803
-0.261836,1.153257,0.411027
-0.243960,1.150028,0.418837
-0.242143,1.229161,0.452496
-0.232598,1.280314,0.471328
-0.250125,1.100295,0.396490
-0.243960,1.148557,0.422853
-0.231963,1.175963,0.437585
-0.230581,1.267573,0.471674
-0.253471,1.113603,0.405690
-0.243960,1.147071,0.426866
-0.233417,1.181789,0.444463
-0.229909,1.262225,0.474714
-0.253471,1.112179,0.409579
-0.246306,1.156588,0.435015
-0.239962,1.213319,0.461167
-0.227892,1.249501,0.474920
-0.255981,1.121738,0.417557
-0.243178,1.140393,0.433479
-0.241416,1.219043,0.468225
-0.231253,1.266238,0.486353
-0.257654,1.127594,0.424230
-0.243960,1.142533,0.438869
-0.237053,1.195480,0.463735
-0.234614,1.282997,0.497684
-0.256817,1.122448,0.426777
-0.247088,1.155699,0.448335
-0.241416,1.215824,0.476522
-0.232598,1.270237,0.497848
-0.250961,1.095396,0.420865
-0.245524,1.146825,0.449495
-0.236326,1.188557,0.470619
-0.230581,1.257496,0.497916
-0.255981,1.115872,0.432990
-0.243178,1.134305,0.449168
-0.237780,1.194209,0.477691
-0.229237,1.248426,0.499378
-0.250961,1.092502,0.428320
-0.243960,1.136371,0.454586
-0.238507,1.196180,0.483335
-0.232598,1.264953,0.511124
-0.257654,1.120091,0.443661
-0.243178,1.131138,0.457086
-0.240689,1.205408,0.491973
-0.229237,1.244905,0.508094
-0.250961,1.089481,0.435947
-0.239269,1.111374,0.453625
-0.241416,1.207317,0.497682
-0.231253,1.254058,0.516949
-0.257654,1.116963,0.451479
-0.245524,1.138795,0.469467
-0.243597,1.216465,0.506433
-0.228564,1.237683,0.515267
-0.230219,1.408140,0.436126
-0.229878,1.545588,0.484573
-0.256817,1.111757,0.453901
-0.243178,1.126283,0.468920
-0.240689,1.200184,0.504584
-0.231253,1.250414,0.525702
-0.229602,1.402836,0.439862
-0.229316,1.540110,0.488774
-0.257654,1.113784,0.459264
-0.245524,1.135491,0.477404
-0.237008,1.446498,0.459095
-0.229316,1.538397,0.494138
-0.261000,1.126616,0.469169
-0.231453,1.411020,0.453269
-0.228192,1.529128,0.497063
-0.256817,1.106941,0.465521
-0.230219,1.401910,0.455753
-0.228367,1.389046,0.456945
-0.231002,1.544405,0.513991
-0.238243,1.447439,0.481766
-0.228192,1.523833,0.513067
-0.233922,1.419528,0.477993
-0.229878,1.533277,0.522220
-0.231453,1.402885,0.477854
-0.227133,1.375050,0.473742
-0.232127,1.542662,0.543522
-0.226516,1.367980,0.482021
-0.225382,1.495985,0.532961
-0.231453,1.396070,0.497410
-0.226506,1.501566,0.540870
-0.229602,1.383169,0.498268
-0.234539,1.411127,0.513918
-0.229602,1.379653,0.507923
-0.229878,1.518083,0.564869
-0.233305,1.400093,0.521011
-0.228367,1.368673,0.514766
-0.228754,1.506696,0.572646
-0.231453,1.385336,0.526568
-0.238860,1.427759,0.548411
-0.228192,1.498964,0.581732
-0.239477,1.429518,0.554828
-0.227630,1.493235,0.585521
-0.233305,1.390777,0.545392
-0.229316,1.502225,0.595112
-0.233922,1.392537,0.551705
-0.228192,1.492783,0.597415
-0.226516,1.346571,0.538946
-0.227630,1.487014,0.601144
-0.229878,1.499570,0.612326
-0.241329,1.430582,0.584203
-0.226506,1.475454,0.608503
-0.237008,1.402956,0.578651
-0.231002,1.502565,0.625837
-0.233305,1.379036,0.574432
-0.231002,1.500369,0.631085
-0.235774,1.391592,0.585378
0.049544,3.734158,1.433041
0.049297,3.710733,1.438204
0.048553,3.649820,1.429287
0.047959,3.600172,1.424376
0.047860,3.587744,1.433980
0.047612,3.564167,1.439022
0.047513,3.551723,1.448415
0.047067,3.513355,1.447108
0.047265,3.523048,1.465523
0.046522,3.462592,1.454590
-0.006192,3.711423,1.437255
-0.006136,3.672853,1.437099
-0.006086,3.638048,1.438162
-0.006068,3.621856,1.446417
-0.005999,3.575975,1.442604
-0.005974,3.556094,1.449055
-0.005937,3.528815,1.452339
-0.005881,3.490475,1.450845
-0.005868,3.478007,1.459938
0.058215,4.489430,1.389832
0.124046,4.497749,1.399218
0.058115,4.476911,1.403126
0.124046,4.492830,1.414934
0.057570,4.430043,1.405458
0.120887,4.373566,1.394193
0.057174,4.394647,1.411125
0.120992,4.372480,1.410673
0.055985,4.298394,1.396808
0.119097,4.299103,1.403606
0.055787,4.278288,1.406824
0.118991,4.290375,1.417368
0.055093,4.220213,1.404089
0.116885,4.209547,1.407001
0.054251,4.150839,1.397138
0.115938,4.170513,1.410177
0.054102,4.134570,1.407774
0.114990,4.131506,1.413102
0.053656,4.095590,1.410493
0.114253,4.100090,1.418381
0.053508,4.079554,1.420133
0.111726,4.004773,1.400306
0.052616,4.006657,1.410475
0.111620,3.996084,1.412960
0.052071,3.960254,1.409714
0.051526,3.913906,1.408647
0.051229,3.886408,1.414111
0.051229,3.881442,1.427684
0.051031,3.861433,1.435664
0.050634,3.826440,1.437895
0.050238,3.791492,1.439862
-0.006783,4.123277,1.417092
-0.006783,4.118306,1.431471
-0.006696,4.060448,1.427284
-0.006565,3.976286,1.413332
-0.006491,3.926152,1.410986
-0.006435,3.887360,1.412405
-0.006410,3.867382,1.420465
-0.006354,3.828645,1.421442
-0.006273,3.774974,1.416529
-0.006292,3.781219,1.433973
-0.006279,3.768715,1.444316
0.285362,6.765630,2.093938
0.282463,6.689620,2.096059
0.283590,6.708921,2.127883
-0.157515,3.320724,1.462672
-0.157515,3.315592,1.474269
-0.106793,3.320764,1.457227
-0.156127,3.281252,1.472755
-0.106793,3.315650,1.468823
-0.056906,3.341253,1.521965
-0.157689,3.308844,1.499060
-0.107618,3.336045,1.491832
-0.056720,3.325010,1.528625
-0.158730,3.325391,1.520586
-0.107264,3.319878,1.498547
-0.056472,3.305135,1.533502
-0.157862,3.301914,1.523825
-0.107618,3.325536,1.515112
-0.055976,3.270779,1.531476
-0.158383,3.307436,1.540417
-0.107147,3.305690,1.520044
-0.056348,3.287104,1.553149
-0.158036,3.294798,1.548571
-0.107971,3.325743,1.543373
-0.055914,3.256382,1.552583
-0.159770,3.325473,1.577200
-0.108442,3.334813,1.561769
-0.056038,3.258145,1.567421
-0.149535,3.086437,1.529787
-0.101848,3.105935,1.521314
-0.053621,3.091171,1.553509
-0.147974,3.048903,1.524479
-0.100553,3.061169,1.512675
-0.052195,3.003675,1.522708
-0.149015,3.064963,1.545928
-0.100906,3.066864,1.528184
-0.052133,2.994771,1.531379
-0.150576,3.091598,1.572939
-0.100789,3.057933,1.537097
-0.147627,3.025640,1.552716
-0.100553,3.045410,1.544158
-0.147627,3.020195,1.563280
-0.099964,3.022197,1.545689
-0.052133,2.978552,1.562692
-0.148321,3.028884,1.581223
-0.100318,3.027436,1.561740
-0.052753,3.008424,1.591797
-0.079346,4.709345,2.007530
-0.080338,4.761079,2.049275
-0.082446,4.878605,2.120099
-0.082384,4.867503,2.135529
-0.143412,4.388312,2.111525
-0.133404,4.011307,2.104909
-0.134345,4.032198,2.133876
-0.131755,3.947120,2.106529
-0.131873,3.943255,2.122205
-0.130931,3.908072,2.120033
-0.082921,1.599410,1.044393
-0.083095,1.595402,1.057755
-0.077890,1.492007,0.996727
-0.079452,1.518351,1.022018
-0.115977,3.351719,2.067880
-0.106911,3.014504,2.023057
-0.107147,3.014040,2.038059
-0.107618,3.020116,2.057584
-0.130107,3.876084,2.120246
-0.129636,3.854644,2.126061
-0.129283,3.836707,2.133689
-0.126810,3.755991,2.106020
-0.126574,3.741646,2.115198
-0.126103,3.720337,2.120342
-0.125632,3.699037,2.125363
-0.124573,3.660449,2.120241
-0.117861,3.398798,2.113361
-0.118686,3.415108,2.140088
-0.109315,1.568734,1.080550
-0.140704,1.611648,1.134623
-0.109086,1.561667,1.083749
-0.167488,1.608591,1.121341
-0.140419,1.604419,1.137940
-0.136716,1.558230,1.113386
-0.169531,1.620434,1.146088
-0.134438,1.528422,1.100180
-0.170212,1.622910,1.156369
-0.135007,1.531028,1.110199
-0.168850,1.605909,1.152738
-0.135292,1.530361,1.117896
-0.166467,1.579257,1.142004
-0.137001,1.545720,1.137434
-0.181746,1.472959,1.080859
-0.165105,1.562371,1.138129
-0.136147,1.532120,1.135702
-0.181350,1.465972,1.083634
-0.163744,1.545531,1.134151
-0.136147,1.528141,1.141049
-0.181746,1.465369,1.091127
-0.165105,1.554378,1.149022
-0.135292,1.514578,1.139188
-0.162382,1.524780,1.135404
-0.140989,1.574400,1.192387
-0.181746,1.457707,1.101343
-0.164084,1.536744,1.152683
-0.176598,1.401506,1.089610
-0.180954,1.432162,1.121496
-0.156254,1.444199,1.122840
-0.157956,1.455956,1.140167
-0.184913,1.455454,1.156237
-0.157276,1.445704,1.140311
-0.157956,1.447951,1.150315
-0.155573,1.422139,1.137938
-0.154212,1.405742,1.132896
-0.155573,1.414152,1.147848
-0.151519,1.376407,1.124812
-0.149820,1.357081,1.116952
-0.193062,1.340733,1.053479
-0.193062,1.337043,1.058158
-0.191712,1.320317,1.060013
-0.189912,1.304407,1.054419
-0.188561,1.291469,1.051441
-0.190362,1.300082,1.066027
-0.189462,1.290222,1.065499
-0.189011,1.283436,1.067458
-0.170892,1.637278,1.149861
-0.141399,1.984447,1.460481
-0.138879,1.944042,1.441245
-0.137962,1.926195,1.438473
-0.146116,1.627322,1.241442
-0.142545,1.984982,1.493209
-0.143691,1.995930,1.511847
-0.141858,1.965235,1.499434
-0.141170,1.950476,1.499004
-0.143691,1.979959,1.532703
-0.143462,1.971442,1.537158
-0.143691,1.969198,1.546504
-0.141629,1.935593,1.531079
-0.145295,1.980204,1.577649
-0.145754,1.980908,1.589558
-0.145525,1.972237,1.593958
-0.055775,3.001183,2.058977
-0.055591,2.984099,2.062630
-0.055714,2.983437,2.077618
-0.056082,2.995803,2.101814
-0.056143,2.991705,2.114579
-0.056511,3.003845,2.138941
-0.056204,2.980103,2.137769
-0.056143,2.969371,2.145828
-0.055714,2.939217,2.139719
-0.055836,2.938172,2.154708
-0.055201,2.931009,2.164457
-0.105141,1.957005,1.460210
-0.037689,1.985589,1.498721
-0.106001,1.967863,1.479046
-0.038113,2.002625,1.522595
-0.105829,1.959488,1.483512
-0.037750,1.978232,1.515004
-0.106862,1.973358,1.504891
-0.072717,1.994429,1.505645
-0.037750,1.972925,1.521909
-0.106518,1.961748,1.506909
-0.073067,1.998703,1.519866
-0.037810,1.971020,1.530904
-0.106173,1.950148,1.508865
-0.072019,1.964811,1.504960
-0.038356,1.994009,1.559962
-0.107206,1.964043,1.530067
-0.072717,1.978534,1.526472
-0.037507,1.944564,1.532266
-0.107206,1.958684,1.536922
-0.073183,1.986085,1.542844
-0.036356,1.879675,1.491812
-0.105657,1.925083,1.521456
-0.072252,1.955490,1.530064
-0.036720,1.893194,1.513355
-0.106518,1.935387,1.540619
-0.071670,1.934429,1.524515
-0.036962,1.900622,1.529663
-0.108238,1.961143,1.572406
-0.072136,1.941588,1.541243
-0.037265,1.910772,1.548923
-0.072368,1.942438,1.553010
-0.036841,1.883663,1.537882
-0.036841,1.878279,1.544454
-0.097849,2.611989,2.117648
-0.037204,1.891356,1.566309
-0.097965,2.607673,2.129289
-0.037507,1.901507,1.585383
-0.097732,2.594042,2.133307
-0.037204,1.880643,1.579157
-0.097383,2.577336,2.134704
-0.096802,2.554860,2.130471
-0.097151,2.556587,2.147097
-0.150160,1.328329,1.157073
-0.156294,1.355725,1.240129
-0.156633,1.354532,1.247323
-0.156972,1.353087,1.254759
-0.172033,1.264286,1.188916
-0.118673,1.503915,1.437781
-0.119356,1.507514,1.451335
-0.116850,1.470897,1.426013
-0.118217,1.483052,1.447881
-0.117762,1.472289,1.447453
-0.119584,1.490184,1.474805
-0.037204,1.875114,1.585717
-0.115939,1.439750,1.434913
-0.037265,1.872591,1.594871
-0.116623,1.443184,1.448420
-0.144551,1.421426,1.456109
-0.120039,1.480248,1.496035
-0.037507,1.873791,1.618047
-0.003070,1.940117,1.645562
-0.120950,1.486208,1.512591
-0.037386,1.862092,1.619334
-0.003046,1.919149,1.639339
-0.123000,1.506285,1.543236
-0.037507,1.862441,1.631099
-0.003031,1.904314,1.638208
-0.037325,1.847735,1.629656
-0.003094,1.938176,1.678559
-0.037447,1.848011,1.641413
-0.003031,1.893112,1.651139
-0.038174,1.878331,1.679528
-0.003070,1.911375,1.678861
-0.038234,1.875439,1.688741
-0.003113,1.932477,1.709364
-0.038295,1.872488,1.697971
-0.003118,1.929478,1.718767
-0.038174,1.860636,1.699111
-0.003104,1.914827,1.717152
-0.038113,1.851743,1.702895
-0.003142,1.932563,1.745281
-0.033326,1.614218,1.494386
-0.094988,1.621569,1.495579
-0.064573,1.638514,1.496497
-0.033326,1.608986,1.500018
-0.094472,1.607808,1.492797
-0.065504,1.656817,1.523867
-0.033326,1.603734,1.505632
-0.094300,1.599675,1.495665
-0.064922,1.637091,1.515764
-0.032720,1.569411,1.483738
-0.094644,1.600257,1.506725
-0.064108,1.611314,1.502389
-0.033023,1.578700,1.503002
-0.096021,1.618181,1.534306
-0.065969,1.652690,1.551801
-0.033387,1.591026,1.524840
-0.002790,1.683277,1.584902
-0.097741,1.641713,1.567549
-0.063642,1.589153,1.502627
-0.032963,1.565543,1.510949
-0.093612,1.567351,1.506527
-0.063410,1.578100,1.502657
-0.032660,1.545912,1.502473
-0.093784,1.564948,1.514775
-0.063293,1.570216,1.505122
-0.032539,1.534935,1.502271
-0.093612,1.556783,1.517445
-0.062595,1.547686,1.493939
-0.032842,1.543919,1.521664
-0.092407,1.531507,1.503280
-0.063177,1.556791,1.513273
-0.032175,1.507627,1.495795
-0.093095,1.537586,1.519888
-0.062363,1.531466,1.499153
-0.032599,1.522169,1.520870
-0.091202,1.501372,1.493976
-0.062363,1.526219,1.504494
-0.031751,1.477374,1.486463
-0.092579,1.518728,1.521841
-0.063061,1.538246,1.526449
-0.031872,1.477792,1.497308
-0.092751,1.516215,1.529976
-0.061781,1.501793,1.500725
-0.031872,1.472552,1.502462
-0.090858,1.480027,1.503931
-0.063526,1.538817,1.548503
-0.032417,1.492668,1.533132
-0.092579,1.502698,1.537672
-0.002722,1.582402,1.607960
-0.141433,1.385782,1.429552
-0.167143,1.354669,1.423277
-0.140299,1.349961,1.441638
-0.123684,1.509225,1.557089
-0.143134,1.387208,1.461358
-0.121178,1.473313,1.530702
-0.119356,1.440601,1.517774
-0.094472,1.528206,1.574192
-0.040476,1.850325,1.927238
-0.093267,1.503269,1.559393
-0.041268,1.901526,1.994500
-0.159638,1.764890,2.183351
-0.093575,1.508878,1.576194
-0.063642,1.520070,1.572477
-0.039531,1.814806,1.916903
-0.113627,1.825514,1.920337
-0.063526,1.511800,1.574891
-0.119111,1.906571,2.019703
-0.123224,1.965464,2.095983
-0.081418,1.935044,2.044219
-0.125795,1.998981,2.146706
-0.084887,2.010419,2.138015
-0.041328,1.869463,2.030024
-0.085465,2.016582,2.159636
-0.042046,1.894750,2.071961
-0.085697,2.014465,2.172529
-0.042286,1.898622,2.090077
-0.084078,1.968941,2.138379
-0.042825,1.915414,2.123430
-0.084772,1.977650,2.162947
-0.043005,1.915992,2.139043
-0.081880,1.903267,2.095494
-0.043036,1.932439,2.172624
-0.078179,1.810243,2.007119
-0.042859,1.916895,2.170367
-0.042740,1.904406,2.170705
-0.124259,1.922775,2.183401
-0.059545,1.376366,1.547661
-0.042859,1.902065,2.183375
-0.122210,1.883946,2.153673
-0.042208,1.865646,2.156731
-0.122210,1.876397,2.160254
-0.123747,1.892329,2.194032
-0.122210,1.861258,2.173311
-0.081501,1.854447,2.144127
-0.122723,1.861803,2.188608
-0.082191,1.862576,2.168792
-0.121357,1.833518,2.170673
-0.081731,1.844991,2.162791
-0.122210,1.838765,2.192374
-0.081501,1.832255,2.163121
-0.120351,1.811029,2.173917
-0.081271,1.819541,2.163389
-0.039721,1.726655,2.096125
-0.120351,1.803423,2.180230
-0.081386,1.814535,2.172801
-0.040481,1.752240,2.142392
-0.120861,1.803444,2.195750
-0.079750,1.781834,2.148016
-0.040891,1.762811,2.169894
-0.120351,1.788182,2.192748
-0.080321,1.787026,2.169662
-0.040189,1.725085,2.138685
-0.120521,1.783399,2.201786
-0.080092,1.774359,2.169713
-0.038726,1.655094,2.066657
-0.119671,1.763170,2.192434
-0.078836,1.739415,2.141453
-0.038551,1.640754,2.062750
-0.120011,1.760482,2.204830
-0.078836,1.731918,2.147521
-0.076208,1.666922,2.081775
-0.075065,1.635113,2.056005
-0.150555,1.628610,2.087599
-0.149647,1.611528,2.080644
-0.148511,1.592073,2.070436
-0.147603,1.575500,2.063011
-0.148511,1.577943,2.081225
-0.147376,1.563473,2.077173
-0.150772,1.592065,2.130609
-0.147829,1.553681,2.094461
-0.149867,1.568042,2.128541
-0.149414,1.555868,2.127570
-0.146244,1.515580,2.087747
-0.146924,1.515282,2.102749
-0.143981,1.478082,2.065546
-0.145565,1.487049,2.093485
-0.146018,1.484330,2.105195
-0.038492,1.631053,2.065335
-0.162335,1.261300,1.926041
-0.120011,1.753152,2.210664
-0.037439,1.579405,2.014369
-0.161653,1.252739,1.926897
-0.112022,1.629219,2.069201
-0.037322,1.567441,2.013564
-0.113552,1.644158,2.103196
-0.074951,1.625468,2.058546
-0.036762,1.555886,2.012412
-0.111731,1.617571,2.083406
-0.073923,1.596062,2.035894
-0.036762,1.548844,2.017838
-0.110716,1.595641,2.070055
-0.072209,1.552100,1.994130
-0.037051,1.553904,2.039144
-0.111054,1.593263,2.081959
-0.073130,1.574834,2.037235
-0.036762,1.535059,2.028344
-0.109192,1.559381,2.052513
-0.073585,1.577439,2.055416
-0.036068,1.499129,1.995326
-0.110208,1.567000,2.076820
-0.075288,1.606595,2.108623
-0.036241,1.499321,2.010171
-0.111224,1.574108,2.101475
-0.073925,1.570633,2.075684
-0.036762,1.513707,2.044328
-0.110885,1.561984,2.100550
-0.071881,1.520143,2.023617
-0.037166,1.523496,2.071898
-0.109700,1.538028,2.083483
-0.072790,1.532192,2.054553
-0.036993,1.509181,2.067512
-0.107499,1.500386,2.046677
-0.073925,1.548794,2.092031
-0.036299,1.473784,2.033909
-0.107330,1.490872,2.048677
-0.074266,1.548944,2.106826
-0.036375,1.487690,2.068274
-0.109079,1.514138,2.096004
-0.072222,1.499143,2.054091
-0.035975,1.464185,2.050676
-0.107562,1.485843,2.072053
-0.073130,1.510723,2.085221
-0.035861,1.452741,2.049000
-0.107731,1.480910,2.080489
-0.072117,1.491761,2.074268
-0.040600,1.636626,2.325541
-0.112620,1.540890,2.180037
-0.080920,1.665709,2.333300
-0.041571,1.667426,2.386987
-0.124421,1.693933,2.414418
-0.082838,1.697263,2.394271
-0.041114,1.640843,2.366505
-0.126107,1.708323,2.453119
-0.083177,1.695788,2.409998
-0.041514,1.648434,2.395288
-0.124084,1.672471,2.419624
-0.083403,1.691934,2.422465
-0.042199,1.667550,2.440375
-0.127456,1.709222,2.491363
-0.082838,1.672068,2.411933
-0.042256,1.661257,2.449498
-0.127287,1.698691,2.493722
-0.084870,1.704426,2.477053
-0.042313,1.654920,2.458607
-0.127119,1.687727,2.496332
-0.084080,1.680404,2.459589
-0.041683,1.641878,2.457730
-0.124242,1.647830,2.455773
-0.084305,1.676286,2.472065
-0.124914,1.648099,2.474822
-0.124578,1.635029,2.473901
-0.041965,1.627386,2.491271
-0.125585,1.639961,2.499364
-0.082102,1.617143,2.439527
-0.043037,1.660007,2.560709
-0.085691,1.661498,2.563439
-0.087822,1.693626,2.633124
-0.162775,1.247873,1.949030
-0.162214,1.236774,1.946643
-0.154075,1.162094,1.856937
-0.154917,1.161912,1.871157
-0.156321,1.165831,1.892191
-0.127097,1.633083,2.546698
-0.131630,1.682103,2.643425
-0.133309,1.694192,2.683080
-0.133812,1.691178,2.699140
