x,y,z
-0.047445,9.761792,-2.637747
-0.047707,9.820470,-2.635205
-0.048045,9.894631,-2.636587
-0.048421,9.976577,-2.639695
-0.048927,10.085626,-2.649707
-0.049134,10.132813,-2.643192
-0.049528,10.218731,-2.646549
-0.049772,10.273700,-2.641646
-0.052090,10.370845,-2.649249
-0.052344,10.425855,-2.643926
-0.053044,10.570099,-2.660864
-0.053200,10.605776,-2.650154
-0.053765,10.722976,-2.659550
-0.053784,10.731490,-2.641773
-0.054115,10.802144,-2.639162
-0.054251,10.833949,-2.626888
-0.054232,10.834630,-2.607025
-0.054251,10.843059,-2.589025
-0.054349,10.867022,-2.574707
-0.054699,10.941591,-2.572199
0.023842,11.016731,-2.654306
-0.054932,10.992811,-2.563986
0.023892,11.044691,-2.640640
-0.055653,11.141462,-2.578146
0.023926,11.064856,-2.625038
-0.055750,11.165441,-2.563157
0.024246,11.217378,-2.640535
-0.056568,11.333705,-2.580952
0.024734,11.447893,-2.673702
-0.057599,11.544985,-2.607862
0.024709,11.440857,-2.650993
-0.057619,11.553424,-2.588567
0.024810,11.492249,-2.641759
-0.058028,11.639927,-2.586605
0.025071,11.617741,-2.649250
0.025020,11.598941,-2.623658
-0.086011,9.729774,-2.663049
-0.013884,9.677176,-2.719334
-0.086011,9.734411,-2.646050
-0.013956,9.731997,-2.716407
-0.087512,9.908931,-2.674910
-0.014039,9.794546,-2.715434
-0.087273,9.886551,-2.650321
-0.015788,9.783382,-2.695754
-0.088535,10.034179,-2.671119
-0.016099,9.980983,-2.731453
-0.088433,10.027229,-2.650522
-0.016031,9.943279,-2.702476
-0.088774,10.070531,-2.643158
-0.016305,10.117903,-2.730967
-0.089354,10.140932,-2.642710
-0.016535,10.265612,-2.751607
-0.089149,10.122298,-2.618982
-0.016529,10.266537,-2.732644
-0.090581,10.289569,-2.643094
-0.016790,10.433717,-2.757635
-0.092150,10.472454,-2.670597
-0.016784,10.434645,-2.738406
-0.092252,10.488735,-2.655245
-0.016778,10.435542,-2.719167
-0.094026,10.695079,-2.687612
-0.017014,10.587430,-2.739004
-0.093924,10.688112,-2.666022
-0.017300,10.770414,-2.766280
-0.093992,10.700518,-2.649272
-0.017213,10.720964,-2.733627
-0.094640,10.778933,-2.648713
-0.017195,10.714091,-2.711952
-0.094708,10.791315,-2.631777
-0.017332,10.804158,-2.714678
-0.095083,10.838659,-2.623274
-0.017319,10.801122,-2.693867
-0.095117,10.847120,-2.605242
-0.017319,10.805818,-2.674967
-0.095220,10.862874,-2.590970
-0.017444,10.888164,-2.675177
-0.095117,10.855706,-2.569228
-0.017562,10.966655,-2.674159
-0.096993,11.074344,-2.600555
-0.017543,10.959646,-2.652177
-0.098630,11.265850,-2.624787
-0.017829,11.143172,-2.676010
-0.098766,11.286006,-2.608708
-0.017923,11.205729,-2.672407
-0.100199,11.454290,-2.626539
-0.018134,11.342723,-2.684148
-0.100165,11.454960,-2.605641
-0.018165,11.366863,-2.668903
-0.101154,11.572645,-2.611159
-0.018427,11.535129,-2.687160
-0.101836,11.655255,-2.608412
-0.018514,11.594366,-2.679618
-0.058709,11.781144,-2.596400
-0.061016,11.824278,-2.586421
0.025458,11.806461,-2.648930
-0.061641,11.949954,-2.592064
0.025761,11.951629,-2.659599
-0.062448,12.110884,-2.604831
0.025820,11.983598,-2.644753
-0.062347,12.095856,-2.579501
0.023948,12.124502,-2.655868
0.024071,12.191665,-2.648271
-0.018719,11.727690,-2.688861
-0.018713,11.728469,-2.667485
-0.018981,11.900893,-2.684847
-0.019018,11.928986,-2.669296
-0.019329,12.128879,-2.691788
-0.090094,7.417743,-1.104071
-0.037848,7.424557,-1.115611
-0.090142,7.423427,-1.092990
-0.037828,7.422538,-1.102053
-0.090190,7.429282,-1.080598
-0.037807,7.420304,-1.089802
-0.090094,7.423241,-1.066482
-0.037969,7.453864,-1.081433
-0.090046,7.421131,-1.052963
-0.037949,7.451781,-1.067855
-0.089998,7.418998,-1.039443
-0.037888,7.441753,-1.053156
-0.089998,7.420802,-1.026483
-0.037868,7.439620,-1.039602
-0.089998,7.422584,-1.013520
-0.037868,7.441424,-1.026606
-0.089998,7.424343,-1.000553
-0.037828,7.435279,-1.012527
-0.089901,7.418149,-0.986529
-0.037828,7.437037,-0.999538
-0.089949,7.423827,-0.974091
-0.037767,7.426877,-0.984969
-0.089949,7.425517,-0.961122
-0.037727,7.420652,-0.970957
-0.090094,7.439091,-0.949640
-0.037727,7.422341,-0.957964
-0.090046,7.436769,-0.936145
-0.037747,7.427971,-0.945503
-0.089901,7.426484,-0.921686
-0.037747,7.429610,-0.932537
-0.089853,7.424113,-0.908227
-0.037848,7.451076,-0.922014
-0.089805,7.421717,-0.894779
-0.037787,7.440763,-0.907545
-0.089853,7.427241,-0.882286
-0.038009,7.486022,-0.899798
-0.090142,7.452605,-0.872101
-0.038513,7.586887,-0.898481
-0.117346,7.479658,-1.173091
-0.117408,7.485648,-1.160637
-0.117346,7.483712,-1.146944
-0.064116,7.430566,-1.154556
-0.011756,7.458148,-1.212037
-0.117408,7.489658,-1.134470
-0.064048,7.424663,-1.140361
-0.011718,7.436558,-1.195200
-0.117532,7.499541,-1.122560
-0.064082,7.430599,-1.127980
-0.011700,7.426785,-1.180315
-0.116850,7.457968,-1.103022
-0.064048,7.428603,-1.114406
-0.011612,7.373513,-1.158648
-0.116788,7.455928,-1.089405
-0.063946,7.418670,-1.099660
-0.011600,7.367622,-1.144529
-0.116478,7.438026,-1.073524
-0.063878,7.412664,-1.085541
-0.011681,7.421008,-1.139551
-0.116292,7.428013,-1.058827
-0.063912,7.418509,-1.073154
-0.011681,7.422988,-1.126577
-0.116292,7.429851,-1.045851
-0.063878,7.416413,-1.059629
-0.011700,7.436812,-1.115389
-0.115858,7.403938,-1.029007
-0.063912,7.422214,-1.047222
-0.011681,7.426880,-1.100628
-0.115734,7.397799,-1.014986
-0.063843,7.416109,-1.033152
-0.011675,7.424833,-1.087075
-0.115982,7.415416,-1.004200
-0.063843,7.417903,-1.020187
-0.011675,7.426723,-1.074094
-0.116292,7.436981,-0.993884
-0.063912,7.427602,-1.008294
-0.011681,7.432549,-1.061676
-0.115858,7.410949,-0.977233
-0.063912,7.429352,-0.995319
-0.011681,7.434392,-1.048692
-0.115982,7.420402,-0.966664
-0.063878,7.427108,-0.981867
-0.011681,7.436205,-1.035755
-0.115920,7.418114,-0.953182
-0.063878,7.428644,-0.970179
-0.011700,7.449893,-1.024390
-0.116044,7.427702,-0.941229
-0.063878,7.430327,-0.957202
-0.011718,7.463562,-1.012989
-0.116044,7.429338,-0.928243
-0.063912,7.435956,-0.944716
-0.011700,7.453427,-0.998348
-0.116912,7.486521,-0.922110
-0.063878,7.433627,-0.931229
-0.011637,7.415504,-0.980086
-0.117036,7.496062,-0.909986
-0.063912,7.439212,-0.918724
-0.011712,7.464633,-0.974631
-0.117160,7.505582,-0.897841
-0.063878,7.436836,-0.905245
-0.011706,7.462357,-0.961080
-0.117780,7.546860,-0.889401
-0.064150,7.470177,-0.896054
-0.011706,7.464025,-0.948034
-0.117656,7.540458,-0.875284
-0.011799,7.525206,-0.942441
-0.117222,7.514159,-0.858933
-0.117160,7.511675,-0.845349
-0.049986,9.718956,-1.966333
-0.050027,9.730220,-1.950927
-0.050047,9.737535,-1.934708
-0.050027,9.736973,-1.916937
0.019132,9.718476,-1.969244
-0.050027,9.740307,-1.899927
0.018939,9.623859,-1.932578
-0.049865,9.712190,-1.876839
-0.084477,9.711362,-1.962343
-0.084408,9.706928,-1.943820
-0.084613,9.733849,-1.931534
-0.084613,9.737208,-1.914529
-0.084613,9.740536,-1.897518
-0.058939,11.628583,-1.214679
0.022659,11.673494,-1.284738
-0.058879,11.618745,-1.193204
0.022628,11.659807,-1.262687
-0.059040,11.652649,-1.176121
0.022636,11.665971,-1.242743
-0.018215,11.634144,-1.312866
-0.018228,11.644373,-1.293410
-0.018278,11.678427,-1.276530
0.024689,12.549909,-2.497364
-0.064424,12.551912,-2.402867
0.024658,12.538553,-2.472344
-0.064404,12.552160,-2.380194
0.024642,12.535001,-2.448905
-0.064464,12.568091,-2.360481
0.024704,12.570677,-2.433087
-0.064847,12.646913,-2.352422
0.024704,12.574907,-2.411127
-0.064908,12.662805,-2.332503
0.024627,12.539802,-2.381695
-0.065331,12.749095,-2.327644
0.024959,12.712986,-2.391552
-0.065472,12.780694,-2.310352
0.025337,12.909826,-2.405242
-0.020120,12.675864,-2.560994
-0.019889,12.535199,-2.509793
-0.019877,12.531717,-2.486337
-0.019883,12.539966,-2.465216
-0.020026,12.634555,-2.460897
-0.020045,12.650628,-2.441047
-0.020101,12.690232,-2.425705
-0.020219,12.769119,-2.417691
-0.020344,12.851952,-2.410129
0.031434,16.021553,-2.956044
0.031465,16.041920,-2.933730
0.031812,16.224133,-2.937799
0.032121,16.386730,-2.937690
0.032499,16.584820,-2.943311
0.032800,16.743582,-2.941330
0.033232,16.969381,-2.950450
0.033448,17.084887,-2.939798
0.033934,17.338421,-2.952251
0.034282,17.521051,-2.951866
0.034621,17.699783,-2.950194
-0.025472,16.096727,-2.989527
-0.025677,16.231745,-2.985283
-0.025920,16.390408,-2.984876
-0.026305,16.639660,-3.000249
-0.026486,16.759069,-2.991564
-0.026803,16.965158,-2.997784
-0.027065,17.135855,-2.997091
-0.027351,17.322369,-2.998539
-0.027768,17.591728,-3.013552
0.035100,17.949604,-2.959620
0.035455,18.136345,-2.957880
0.035918,18.378428,-2.964390
0.036257,18.557381,-2.960007
-0.028042,17.770489,-3.012234
-0.028384,17.992695,-3.017578
-0.028645,18.163124,-3.016912
0.100347,18.307941,-2.845365
0.101452,18.514513,-2.844358
-0.077611,5.002869,-0.212963
-0.077673,5.007578,-0.195634
-0.077425,4.992244,-0.177564
-0.077363,4.988836,-0.159988
-0.077611,5.005356,-0.143009
-0.077549,5.001808,-0.126220
-0.077425,4.994220,-0.108579
0.023145,11.946997,-1.082959
0.023191,11.968983,-1.106049
-0.061218,12.100143,-1.029338
-0.061117,12.081992,-1.006541
-0.018937,12.119021,-1.134282
-0.018813,12.041319,-1.105780
0.034637,17.910645,-1.217370
0.034652,17.926701,-1.092641
0.034606,17.904623,-1.059909
0.034660,17.934402,-1.030215
0.034629,17.920187,-0.998217
0.034637,17.925900,-0.967106
0.034614,17.915579,-0.935143
0.034644,17.933163,-0.904655
0.034614,17.918737,-0.872527
0.034652,17.940212,-0.842165
0.034544,17.885715,-0.808275
0.034552,17.891094,-0.777207
0.034536,17.891171,-0.561178
0.034606,17.928112,-0.530773
0.034660,17.957005,-0.500237
0.034706,17.981842,-0.469522
0.034714,17.987370,-0.406792
-0.027818,17.835434,-1.261326
0.032862,17.030331,-0.236364
0.096772,17.835197,-1.077886
0.032900,17.050713,-0.206859
0.097487,17.968826,-1.054465
0.032815,17.007053,-0.176620
0.032723,16.959335,-0.146522
-0.027998,17.959576,-1.144083
-0.027998,17.965132,-1.053240
-0.028004,17.970938,-1.022086
0.034421,17.839968,-0.001581
-0.028004,17.972696,-0.990671
-0.027998,17.972054,-0.927648
-0.026585,17.079985,-0.522657
-0.026486,17.016897,-0.490977
0.097054,17.916636,-0.333362
-0.026554,17.061714,-0.462445
0.097422,17.985182,-0.303213
-0.026579,17.078415,-0.436029
0.097422,17.985685,-0.271798
-0.026554,17.065046,-0.316400
-0.026405,16.969587,-0.284980
-0.026380,16.954062,-0.255098
-0.026442,16.994476,-0.226039
-0.026511,17.039639,-0.107738
-0.026610,17.103800,-0.078268
-0.026604,17.099911,-0.048358
-0.026585,17.087971,-0.018477
0.034745,17.968624,-1.189783
0.034745,17.970675,-1.158371
0.034776,17.988636,-1.127981
0.034737,17.998629,-0.438502
0.037184,19.269056,-0.334766
0.037122,19.237617,-0.300608
-0.028017,17.965307,-1.238977
-0.028067,17.999372,-1.209741
0.097595,17.990604,-1.024214
-0.028029,17.977507,-1.176757
0.097509,17.976393,-0.991931
0.037199,19.279484,-0.136255
0.100997,18.621170,-0.994889
-0.028011,17.969532,-1.113206
0.037184,19.271692,-0.102537
0.102470,18.894512,-0.976399
-0.028011,17.971249,-1.085125
0.036875,19.111843,-0.068485
0.102535,18.908161,-0.944173
0.035223,18.255936,-0.033506
0.102491,18.901794,-0.910734
0.102513,18.907352,-0.877903
0.102556,18.916849,-0.845207
-0.028011,17.978395,-0.959490
0.102600,18.926289,-0.812507
0.102578,18.923683,-0.779257
0.102535,18.917023,-0.745887
0.102556,18.922295,-0.712968
0.102448,18.903524,-0.679172
0.102621,18.942335,-0.451725
0.102600,18.939098,-0.418549
0.102253,18.875814,-0.384191
0.104766,19.342413,-0.224718
0.104788,19.346775,-0.190972
0.104744,19.339703,-0.022019
-0.109721,7.074180,0.265223
-0.011009,7.073129,0.201257
-0.109349,7.049233,0.288961
-0.011040,7.092372,0.226614
-0.109473,7.056226,0.312718
-0.011027,7.083542,0.251115
-0.109597,7.063080,0.337758
-0.011034,7.086618,0.276024
-0.009901,6.337656,0.578384
-0.009926,6.351524,0.602030
-0.009914,6.341419,0.623458
-0.102010,8.490768,0.102547
-0.101962,8.486578,0.117322
-0.101962,8.486360,0.132157
-0.042949,8.517301,0.210157
-0.043010,8.528913,0.225362
-0.042989,8.524549,0.238775
-0.043030,8.532113,0.253903
-0.042909,8.507671,0.268038
-0.043050,8.535173,0.283828
-0.042869,8.492963,0.431024
-0.042909,8.500185,0.446278
-0.042929,8.503392,0.461248
-0.042929,8.502573,0.476112
-0.042989,8.513708,0.491654
-0.042869,8.488877,0.505111
-0.042889,8.492066,0.518700
-0.042808,8.475178,0.532540
-0.042788,8.470243,0.547085
-0.072642,8.519180,0.093236
-0.042647,8.441335,0.560037
-0.072540,8.507008,0.107964
-0.042627,8.436355,0.574509
-0.072472,8.498805,0.122719
-0.042627,8.435336,0.589255
-0.072472,8.498578,0.137563
-0.072677,8.522320,0.152849
-0.072711,8.526039,0.167825
-0.101049,8.385741,0.656417
-0.072677,8.521733,0.182632
-0.101001,8.380593,0.670756
-0.072711,8.525401,0.197621
-0.101001,8.379413,0.685347
-0.072506,8.501052,0.211867
-0.100809,8.362259,0.698662
-0.072404,8.488673,0.226407
-0.100713,8.353056,0.712587
-0.072438,8.492264,0.241348
-0.072540,8.503822,0.256554
-0.013262,8.516320,0.361523
-0.071824,8.412755,0.429173
-0.013249,8.507743,0.374699
-0.073563,8.615701,0.454616
-0.013212,8.483100,0.388461
-0.013206,8.478414,0.403088
-0.013206,8.477696,0.417896
-0.072506,8.489413,0.492574
-0.013199,8.472959,0.432500
-0.072472,8.484547,0.507163
-0.013181,8.460207,0.446666
-0.072472,8.483649,0.521982
-0.013193,8.467403,0.461878
-0.072438,8.478732,0.536536
-0.013206,8.474572,0.477106
-0.072097,8.437868,0.548749
-0.072029,8.428914,0.562953
-0.072029,8.427918,0.577675
-0.071926,8.414927,0.591554
-0.071892,8.409891,0.605964
-0.071687,8.384885,0.618886
-0.071687,8.383791,0.633530
-0.071653,8.378685,0.647865
-0.071687,8.381634,0.661466
-0.071517,8.360532,0.674485
-0.071517,8.359342,0.689088
-0.055572,11.023230,0.117844
0.021324,11.051834,0.056964
-0.055773,11.063004,0.137596
0.021324,11.051718,0.076268
-0.055713,11.050749,0.156764
0.021332,11.055567,0.095621
0.022011,11.405892,0.218258
-0.093514,10.967282,0.083611
-0.017201,11.055955,0.026683
-0.017213,11.063891,0.046043
-0.017176,11.039795,0.065226
0.020158,10.413152,0.852400
-0.053031,10.478269,0.934599
0.019973,10.315981,0.862588
-0.052547,10.381016,0.944218
0.020027,10.342355,0.883002
-0.052628,10.395282,0.963826
-0.053011,10.469243,0.989145
-0.052971,10.459712,1.004838
-0.016305,10.447482,0.824800
-0.016280,10.430077,0.841761
-0.016323,10.456495,0.862279
-0.089695,10.476110,0.955763
-0.016330,10.458959,0.880877
-0.089422,10.442563,0.971097
-0.089319,10.428905,0.988204
-0.090206,10.530679,1.016409
0.030384,15.722043,0.903301
0.030361,15.708464,0.930052
0.030284,15.666888,0.955076
0.030253,15.649397,0.978707
0.030245,15.643671,1.005805
0.030292,15.665837,1.034710
0.030315,15.675979,1.062905
0.030400,15.717990,1.093359
0.030469,15.751965,1.123372
0.030500,15.765934,1.152072
0.030577,15.803793,1.182507
0.030554,15.789736,1.209215
0.030662,15.843430,1.241167
-0.024445,15.685575,0.910562
-0.024395,15.652017,0.936048
-0.024395,15.650359,0.963386
-0.024438,15.676596,0.992490
-0.024445,15.678829,1.020130
-0.024507,15.716935,1.050182
-0.024613,15.782917,1.082285
-0.024625,15.788983,1.110412
-0.024694,15.830890,1.141368
-0.024694,15.828874,1.168997
0.034174,17.711943,0.029392
0.034459,17.857784,0.279290
0.034320,17.785278,0.309255
-0.026760,17.197206,0.308904
-0.026778,17.208637,0.339202
-0.026747,17.188025,0.368830
0.033633,17.366163,1.513234
0.033356,17.220057,1.530838
0.033371,17.225325,1.561636
-0.026996,17.288193,1.486467
-0.027002,17.289555,1.517011
0.037261,19.310921,0.200782
0.036373,18.850576,0.228927
0.035007,18.142216,0.252043
0.104766,19.343714,0.011764
0.104593,19.311665,0.045265
0.104419,19.279558,0.078892
0.104463,19.287392,0.112614
0.099437,18.359203,0.139289
0.103856,19.172649,0.343159
-0.028259,18.162510,0.231122
-0.028054,18.030092,0.260936
-0.028073,18.041607,0.292648
-0.223902,3.881406,0.396259
-0.223902,3.880000,0.409800
-0.221152,3.830906,0.418157
-0.223672,3.873072,0.436467
-0.222297,3.847723,0.447233
-0.222068,3.842171,0.460202
-0.223902,3.872247,0.477537
-0.223902,3.870554,0.491067
-0.223443,3.860982,0.502883
-0.222985,3.851277,0.515372
-0.222985,3.849453,0.528823
-0.222297,3.835719,0.540595
-0.222068,3.829856,0.553415
-0.223672,3.855552,0.570885
-0.222068,3.825895,0.580160
-0.223672,3.851469,0.597809
-0.223443,3.845413,0.610634
-0.223902,3.851132,0.625391
-0.223672,3.845096,0.637516
-0.223902,3.846783,0.651611
-0.222756,3.824808,0.661642
-0.222297,3.814608,0.673611
-0.224818,3.855464,0.694717
-0.224131,3.841231,0.706016
0.351787,6.414222,0.938119
0.351353,6.403007,0.959328
0.351353,6.399617,0.981690
0.352220,6.411932,1.006518
0.348536,6.341334,1.018147
0.856581,9.117579,1.425431
0.853624,9.083602,1.436378
0.854363,9.088946,1.453500
0.951489,9.369865,1.732070
0.935988,9.214230,1.719975
0.936386,9.215122,1.736804
0.933604,9.184705,1.747689
0.922475,9.072192,1.742706
0.856581,9.071533,1.693928
0.922078,9.065228,1.757792
0.857321,9.076390,1.711234
0.920885,9.050427,1.771317
0.857690,9.077300,1.727829
0.920488,9.043415,1.786352
0.857690,9.074268,1.743682
0.922475,9.059796,1.806036
0.857690,9.071209,1.759529
0.922078,9.052728,1.821073
0.857690,9.068122,1.775371
0.858060,9.068913,1.791980
0.858060,9.065770,1.807818
0.858430,9.066504,1.824436
0.887204,9.083206,1.519129
0.882218,9.029502,1.526365
0.918657,9.373573,1.751743
0.912520,9.307879,1.756402
0.904465,9.222661,1.757010
0.897177,9.145290,1.758829
0.959602,9.127402,1.689952
0.894876,9.118752,1.770248
0.952609,9.057949,1.693462
0.889122,9.057039,1.774676
0.952609,9.054981,1.709268
0.888739,9.050021,1.789721
0.954255,9.067616,1.728061
0.889889,9.058595,1.807864
0.954255,9.064582,1.743897
0.889506,9.051519,1.822897
0.954255,9.061522,1.759727
0.953843,9.054529,1.774787
0.954255,9.055320,1.791372
0.955077,9.059979,1.808744
0.955489,9.060707,1.825352
1.484782,11.859493,1.198337
1.461049,11.667851,1.199565
1.444733,11.535461,1.206335
1.444239,11.529396,1.226000
1.446711,11.546967,1.248285
1.446216,11.540823,1.268019
1.446711,11.542533,1.288631
1.453138,11.591537,1.314621
1.453633,11.593165,1.335320
1.453138,11.586871,1.355122
1.452644,11.580544,1.374891
1.452150,11.574183,1.394657
1.452644,11.575669,1.415354
1.452150,11.569238,1.435098
1.451655,11.562776,1.454808
1.452150,11.564408,1.473502
1.454622,11.581501,1.496242
1.454127,11.574934,1.515970
1.454127,11.572244,1.536375
1.453633,11.565606,1.556056
1.454622,11.570737,1.577328
1.454622,11.567964,1.597535
1.455611,11.573018,1.618839
1.455116,11.566242,1.638494
1.455611,11.567292,1.659258
1.456105,11.568307,1.680014
1.457094,11.573209,1.701373
1.439385,11.824334,1.278156
1.442269,11.845996,1.299342
1.430735,11.748990,1.309475
1.423045,11.683534,1.323005
1.407185,11.551022,1.328423
1.407185,11.548682,1.348597
1.459072,11.557702,1.903960
1.408147,11.554196,1.369702
1.459072,11.554359,1.924144
1.407666,11.547845,1.389407
1.460555,11.562723,1.946300
1.408627,11.553283,1.410538
1.462038,11.571046,1.968490
1.406705,11.535038,1.428763
1.464016,11.583236,1.991388
1.407185,11.536465,1.449404
1.462038,11.564098,2.008900
1.408627,11.545733,1.471058
1.453633,11.494108,2.017431
1.412953,11.578590,1.495802
1.458577,11.529651,2.044435
1.412953,11.575960,1.516024
1.412953,11.573297,1.536225
1.413914,11.578466,1.557497
1.414394,11.579663,1.578255
1.416317,11.592616,1.600698
1.416317,11.589803,1.620945
1.415836,11.583023,1.640629
1.364787,11.545227,1.281218
1.416317,11.584069,1.661422
1.364320,11.539250,1.298923
1.415356,11.573585,1.678493
1.367587,11.564593,1.322235
1.415356,11.570635,1.698706
1.372255,11.601728,1.347015
1.415356,11.567650,1.718913
1.371321,11.591467,1.366348
1.415836,11.568557,1.739707
1.370388,11.581175,1.385633
1.421123,11.608687,1.766466
1.373188,11.602400,1.408732
1.421123,11.605586,1.786740
1.372255,11.592033,1.428024
1.421123,11.602446,1.807009
1.371321,11.581640,1.447285
1.421603,11.603194,1.827890
1.370388,11.571210,1.466513
1.421123,11.596063,1.847529
1.375055,11.608034,1.491786
1.421603,11.596738,1.868413
1.283517,11.079677,2.024414
1.367587,11.542381,1.503847
1.422565,11.601295,1.889943
1.264043,10.908062,2.012783
1.368054,11.543672,1.524557
1.422565,11.597970,1.910236
1.258155,10.853738,2.022369
1.377389,11.619742,1.555259
1.416317,11.543694,1.922012
1.255891,10.830661,2.037651
1.376456,11.609134,1.574485
1.416317,11.540318,1.942173
1.232793,10.627956,2.018742
1.376922,11.610302,1.595301
1.415836,11.532995,1.961661
1.213771,10.460480,2.005867
1.377856,11.615367,1.616673
1.417758,11.545206,1.984494
1.128020,10.362332,1.991031
1.215130,10.468670,2.026386
1.374589,11.584991,1.633062
1.414875,11.518250,2.000563
1.125894,10.339316,2.005341
1.213771,10.453413,2.042383
1.375522,11.589986,1.654417
1.414875,11.514737,2.020679
1.111012,10.199183,1.996653
1.194749,10.286063,2.028345
1.375055,11.583147,1.674091
1.414394,11.507280,2.040096
1.525300,11.743484,1.964708
1.109312,10.180073,2.011381
1.178898,10.146081,2.019159
1.377856,11.603790,1.697771
1.414394,11.503699,2.060192
1.096131,10.055628,2.005050
1.174369,10.103574,2.029053
1.375522,11.581458,1.713105
1.412472,11.484815,2.075451
1.085926,9.958529,2.003781
1.172557,10.084434,2.043540
1.374122,11.566661,1.731568
1.378830,11.207718,2.045598
1.375989,11.579329,1.754148
1.379791,11.211939,2.066611
1.375989,11.576248,1.774371
1.358165,11.032634,2.053493
1.376922,11.580983,1.795806
1.344227,10.915852,2.051490
1.376922,11.577829,1.816032
1.346150,10.927856,2.073514
1.332693,10.815019,2.071666
1.375989,11.560299,1.875482
1.378323,11.576607,1.898886
1.377856,11.569355,1.918439
1.375055,11.542479,1.934703
1.375989,11.546916,1.956189
1.377856,11.559143,1.979036
1.385791,11.622216,2.010737
1.391859,11.665978,2.060308
1.369921,11.478549,2.047887
1.369921,11.474955,2.067933
1.342849,11.244635,2.046712
1.326046,11.100739,2.038556
1.315311,11.007324,2.041267
1.298041,10.859242,2.033555
1.200790,10.691495,1.983346
1.291507,10.801024,2.042186
1.202546,10.703645,2.004946
1.270503,10.621841,2.027530
1.195521,10.637621,2.011817
1.271436,10.626085,2.047584
1.181911,10.513030,2.007266
1.272370,10.630294,2.067644
1.175764,10.454852,2.015091
1.246232,10.408363,2.043351
1.161715,10.326431,2.009052
1.245765,10.400882,2.060756
1.149861,10.217571,2.006402
1.230362,10.268713,2.053216
1.142836,10.151651,2.011879
1.228028,10.245640,2.067221
1.127030,10.007771,2.001538
1.121762,9.957493,2.009577
1.542073,11.879485,1.944825
1.544614,11.895641,1.968811
2.751729,17.813459,2.490590
2.736001,17.707296,2.507288
2.736001,17.702888,2.538214
2.732976,17.678862,2.566291
2.729952,17.654795,2.594293
2.729952,17.650234,2.625126
2.870291,18.666790,1.884892
2.886623,18.769667,1.928431
2.894487,18.817394,1.966556
2.886623,18.762812,1.994014
2.886019,18.755367,2.026385
2.856378,18.559210,2.037993
2.860007,18.579197,2.073064
2.891463,18.779860,2.128568
2.896302,18.807533,2.165010
2.875130,18.666269,2.181791
2.861217,18.572117,2.203702
2.902351,18.835178,2.268312
2.936831,19.054903,2.328545
2.913239,18.897770,2.342878
2.877550,18.662186,2.346777
2.845490,18.450586,2.349665
2.821898,18.293520,2.362141
2.817664,18.261917,2.390523
2.801936,18.155807,2.408897
2.783184,18.030085,2.424296
2.772296,17.955299,2.446177
2.775925,17.974499,2.480804
2.956793,19.101690,2.943365
2.931386,18.932438,2.951148
-0.229569,3.130807,0.734522
-0.231563,3.155521,0.751378
-0.227860,3.102462,0.750206
-0.229854,3.126946,0.767699
-0.230709,3.135854,0.781534
-0.229000,3.109896,0.786613
-0.230709,3.130318,0.803420
-0.230709,3.127492,0.814350
-0.230424,3.120771,0.824252
-0.229854,3.110164,0.833084
-0.230424,3.114936,0.846036
-0.230424,3.112112,0.856365
-0.231278,3.120621,0.870481
-0.228145,3.075329,0.869438
-0.229569,3.091451,0.885666
-0.230424,3.099833,0.899797
-0.231278,3.108155,0.913997
-0.231278,3.104942,0.924849
-0.233272,3.128432,0.943757
-0.229569,3.075526,0.939476
-0.229854,3.076036,0.951397
0.052418,4.079530,1.124504
-0.006621,4.111490,1.099610
-0.006578,4.080597,1.106648
-0.006565,4.068991,1.118782
-0.006597,4.084322,1.138364
-0.006572,4.064921,1.148281
-0.006572,4.060883,1.162480
0.798074,7.728612,2.035844
0.796484,7.702501,2.072042
0.846546,7.654064,2.030756
0.794100,7.675817,2.079259
0.844846,7.635132,2.040026
0.784163,7.576175,2.066479
0.839318,7.581627,2.039926
0.783369,7.564875,2.077611
0.838468,7.570372,2.051095
0.775420,7.484870,2.068300
0.826563,7.459339,2.035004
0.774227,7.469740,2.078180
0.826988,7.459605,2.049094
0.714249,7.423589,2.025382
0.765881,7.385612,2.068680
0.817208,7.368201,2.036449
0.705746,7.331703,2.014089
0.759522,7.320692,2.064304
0.814657,7.341640,2.042929
0.703898,7.309333,2.020308
0.757534,7.297930,2.071653
0.812957,7.322741,2.051458
0.699831,7.263583,2.021336
0.749983,7.221584,2.063629
0.807004,7.265552,2.049140
0.697983,7.240865,2.028648
0.749983,7.217968,2.076239
0.806579,7.258135,2.060741
0.697243,7.229640,2.039140
0.748791,7.202858,2.085532
0.747201,7.183917,2.093665
0.821399,7.686536,2.012616
0.881604,7.718874,2.038333
0.818931,7.659925,2.019952
0.875018,7.657667,2.036485
0.761776,7.628238,2.082502
0.816052,7.629464,2.026190
0.868871,7.600328,2.035469
0.757173,7.578519,2.083159
0.811528,7.583632,2.028205
0.862286,7.539181,2.033213
0.754488,7.548006,2.088969
0.803713,7.507079,2.021799
0.858334,7.501083,2.037010
0.749885,7.498320,2.089326
0.800834,7.476655,2.027619
0.744132,7.437151,2.086299
0.796309,7.430879,2.029156
0.742981,7.421998,2.096050
0.789317,7.362102,2.024211
0.734159,7.330241,2.083968
0.786026,7.327878,2.028575
0.729940,7.284480,2.084728
0.783147,7.297492,2.033903
