1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
8.220780606604865852e+02,-9.637014810967473011e+01,3.290984777431966268e+00,-5.609948851004206745e+02,-3.903774511074254406e+03,1.032440693989615283e+03,-1.797396707917452874e+00,4.756759795464769042e-02,3.665726020512276029e-01,7.530078293169313497e+01,-6.433817153481849971e+01,1.330583197628320988e+02,4.823539939464209780e+00,-3.616637579298603100e+01,1.556124134051967012e+01,-5.431108783666293016e-01,5.114096324862005361e+01,-7.395103927619253205e-03,2.927391166271388692e-03,4.211845990845477949e+00,-3.965411530269300933e+00,-2.441689072846754627e+00,-2.482604532635441785e+00,-2.316614359398129874e+00,4.553480107082743977e+00,2.567495660669026365e-03
4.028413895095995656e+01,2.742636989023580441e+01,-1.778702323512286965e+00,3.510868886794739296e+00,-4.097918598303653681e+01,3.594304612152168232e+01,2.448644499894921012e+01,2.854233295078541927e-02,-1.378765414010757104e-04,-2.658300692983646130e-01,-9.795179590843997586e-01,1.330583197628320988e+02,4.823539939464209780e+00,-3.616637579298603100e+01,1.556124134051967012e+01,-5.431108783666293016e-01,5.114096324862005361e+01,-7.395103927619253205e-03,2.927391166271388692e-03,4.211845990845477949e+00,-3.965411530269300933e+00,-2.441689072846754627e+00,-2.482604532635441785e+00,-2.316614359398129874e+00,4.553480107082743977e+00,2.567495660669026365e-03
