0,20
0,20
0.664241,19.0073
0.664241,19.0073
1.31893,18.0432
1.31893,18.0432
1.96415,17.1075
1.96415,17.1075
2.6,16.2
2.6,16.2
2.6,16.2
3.22656,15.3203
3.22656,15.3203
3.84393,14.4682
3.84393,14.4682
4.45219,13.6434
4.45219,13.6434
5.05143,12.8457
5.05143,12.8457
5.64174,12.0748
6.22321,11.3304
6.22321,11.3304
6.79594,10.6122
6.79594,10.6122
7.36,9.92
7.36,9.92
7.91549,9.25353
8.4625,8.6125
8.4625,8.6125
9.00112,7.99665
9.00112,7.99665
9.53143,7.40571
10.0535,6.83942
10.0535,6.83942
10.5675,6.2975
11.0734,5.77969
11.5714,5.28571
11.5714,5.28571
12.0616,4.81531
12.5439,4.36821
13.0186,3.94415
13.0186,3.94415
13.4857,3.54286
13.9453,3.16406
14.3975,2.8075
14.8424,2.4729
15.28,2.16
15.7105,1.86853
16.1339,1.59821
16.5504,1.34879
16.96,1.12
17.3628,0.911563
17.7589,0.723214
18.5314,0.405714
18.908,0.276027
19.2782,0.165357
19.6422,0.0734375
20.3517,-0.0552232
20.6975,-0.0925
21.3714,-0.114286
21.6998,-0.0993304
22.3397,-0.0190625
22.9578,0.126563
23.2589,0.223214
23.8457,0.462857
24.1316,0.605313
24.6886,0.934152
25.2267,1.31978
25.4889,1.53321
26,2
26.2491,2.25281
26.4939,2.51821
26.9714,3.08571
27.2042,3.38728
27.4332,3.70036
27.88,4.36
28.098,4.70603
28.3125,5.0625
28.5236,5.42915
28.936,6.19192
29.1375,6.5875
29.3359,6.99219
29.5314,7.40571
29.7241,7.82781
29.9139,8.25821
30.1011,8.69665
30.2857,9.14286
30.4678,9.59656
30.6475,10.0575
30.8249,10.5254
31,11
31.173,11.481
31.3439,11.9682
31.5129,12.4613
31.68,12.96
31.8453,13.4641
32.0089,13.9732
32.1709,14.4872
32.3314,15.0057
32.4905,15.5285
32.6482,16.0554
32.8047,16.5859
32.96,17.12
33.1142,17.6573
33.2675,18.1975
33.4199,18.7404
33.5714,19.2857
33.5714,19.2857
33.7223,19.8332
33.8725,20.3825
34.0222,20.9334
34.1714,21.4857
#
34.3203,22.0391
34.4689,22.5932
34.6174,23.1479
34.7657,23.7029
34.7657,23.7029
34.9141,24.2578
35.0625,24.8125
35.2111,25.3667
35.36,25.92
35.5092,26.4723
35.6589,27.0232
35.8092,27.5725
35.96,28.12
36.1116,28.6653
36.1116,28.6653
36.2639,29.2082
36.4172,29.7484
36.5714,30.2857
36.7267,30.8198
36.8832,31.3504
37.0409,31.8772
37.2,32.4
37.3605,32.9185
37.5225,33.4325
37.6861,33.9417
37.8514,34.4457
38.0185,34.9444
38.1875,35.4375
38.3584,35.9247
38.5314,36.4057
38.7066,36.8803
38.8839,37.3482
39.0636,37.8092
39.2457,38.2629
39.4303,38.7091
39.6175,39.1475
39.8074,39.5779
40,40
40.1955,40.4135
40.3939,40.8182
40.5954,41.2138
41.0078,41.9766
41.2189,42.3432
41.4334,42.6997
41.6514,43.0457
42.0982,43.7054
42.3272,44.0184
42.56,44.32
43.0375,44.8875
43.2824,45.1529
43.7848,45.6457
44.0425,45.8725
44.5714,46.2857
44.8428,46.4716
45.3999,46.8004
45.6857,46.9429
46.2725,47.1825
46.5736,47.2792
47.1917,47.4248
47.8317,47.505
48.16,47.52
48.8339,47.4982
49.1797,47.4609
49.8892,47.3323
50.2532,47.2404
50.6234,47.1297
51.383,46.851
51.7725,46.6825
52.1686,46.4942
52.5714,46.2857
52.981,46.0569
53.3975,45.8075
53.8209,45.5372
54.2514,45.2457
54.6891,44.9328
55.1339,44.5982
55.5861,44.2417
56.0457,43.8629
56.5128,43.4616
56.5128,43.4616
56.9875,43.0375
57.4699,42.5904
57.96,42.12
58.458,41.626
58.458,41.626
58.9639,41.1082
59.4779,40.5663
59.4779,40.5663
#
